Addr,City,Control,Hbcu,Hloffer,Iclevel,Instnm,Latitude,Locale,Longitud,Newid,Number of Records,Obereg,Prgmofr,Sector,Stabbr,Unitid,ZIP
"363 South 500 East, Suite 210",Salt Lake City,3,2,2,3,Healing Mountain Massage School,40.76135,12,-111.876231,-2,1,7,1,9,UT,441830,84102-4002
"10304 Spotsylvania Ave, Suite 400",Fredericksburg,3,2,3,2,Career Training Solutions,38.24116,22,-77.495581,-2,1,5,10,6,VA,441858,22408
"1920 Centerville Turnpike, Suite 114",Virginia Beach,3,2,2,3,Rudy & Kelly Academy of Hair and Nails,36.839479,11,-76.180029,-2,1,5,1,9,VA,441876,23464
401 Pierpont St,Petersburg,1,2,2,3,South Branch Career and Technical Center,39.0008,33,-79.120401,-2,1,5,9,7,WV,441894,26847
5841 Ridgewood Rd,Jackson,3,2,3,2,Virginia College-Jackson,32.38688,12,-90.143371,-2,1,5,13,6,MS,441919,39211
2180 Hornig Rd,Philadelphia,3,2,3,2,Lincoln Technical Institute-Northeast Philadelphia,40.111106,11,-74.996025,-2,1,2,7,6,PA,442037,19116
3600 Market St,Philadelphia,3,2,3,2,Lincoln Technical Institute-Center City Philadelphia,39.955846,11,-75.194628,-2,1,2,7,6,PA,442046,19104
240 Bergen Town Center,Paramus,3,2,2,3,Lincoln Technical Institute-Paramus,40.916198,21,-74.062142,-2,1,2,4,9,NJ,442073,07652-5002
3770 Citadel Drive North,Colorado Springs,3,2,3,2,Pima Medical Institute-Colorado Springs,38.846199,11,-104.758017,-2,1,7,9,6,CO,442134,80909
8652 E. Whittier Blvd,Pico Rivera,3,2,2,3,David's Academy of Beauty,34.002706,21,-118.087359,-2,1,8,2,9,CA,442204,90660
"3309 Hyland Ave., Suite J",Costa Mesa,3,2,2,3,Paul Mitchell the School-Costa Mesa,33.692762,12,-117.924962,-2,1,8,3,9,CA,442240,92626
3500 Southside Blvd,Jacksonville,3,2,2,3,Tulsa Welding School-Jacksonville,30.282647,11,-81.560428,-2,1,5,2,9,FL,442329,32216
1297 North Highway Drive,Fenton,3,2,4,2,St Louis College of Health Careers-Fenton,38.544635,21,-90.470904,-2,1,4,12,6,MO,442426,63026
1001 Menaul Blvd NE,Albuquerque,3,2,3,2,Carrington College-Albuquerque,35.11029,11,-106.633361,-2,1,6,7,6,NM,442602,87107-1642
220 Byers Creek Rd,Mooresville,3,2,4,2,NASCAR Technical Institute,35.605305,21,-80.855128,-2,1,5,6,6,NC,442611,28117
"9600 SW Oak St, Suite 400",Tigard,3,2,2,3,Everest Institute-Tigard,45.443736,21,-122.775357,-2,1,8,4,9,OR,442620,97223
"75-030 Gerald Ford Drive, Suite 203",Palm Desert,3,2,1,3,Milan Institute-Palm Desert,33.772631,21,-116.344669,-2,1,8,7,9,CA,442657,92211
"9100 US Hwy 290 East, Bldg 1-Ste 100",Austin,3,2,2,3,Everest Institute-Austin,30.329638,11,-97.655317,-2,1,6,8,9,TX,442727,78724
6880 N Frontage Rd. Suite 400,Burr Ridge,3,2,2,3,Everest College-Burr Ridge,41.761302,21,-87.914909,-2,1,3,6,9,IL,442736,60527
2 Florence St,Malden,3,2,1,3,The Salter School-Malden Campus,42.427603,21,-71.073631,-2,1,1,4,9,MA,442815,2148
1100 East Apache Blvd,Tempe,3,2,3,2,Southwest Institute of Healing Arts,33.415334,12,-111.922481,-2,1,6,38,6,AZ,442879,85281
1989 Atlanta Ave,Riverside,3,2,2,3,InterCoast Colleges-Riverside,33.993598,11,-117.344752,-2,1,8,6,9,CA,442888,92507
44055 Sierra Highway,Lancaster,3,2,7,1,University of Antelope Valley,34.683246,21,-118.134246,-2,1,8,24,3,CA,442930,93534
97 Commerce Way Ste 105,Dover,3,2,2,3,Harris School of Business-Dover Campus,39.15428,13,-75.546609,-2,1,2,5,9,DE,444200,19901
2418 Broad St,Camden,3,2,2,3,LeGrand Institute of Cosmetology Inc,34.27162,31,-80.608996,-2,1,5,1,9,SC,444228,29020
"300 River Place Dr.,Ste 1000",Detroit,3,2,2,3,Everest Institute-Detroit,42.33654,11,-83.017195,-2,1,3,9,9,MI,444237,48207-4291
Avenida Roosevelt #1255,San Juan,3,2,2,3,Cambridge Technical Institute,18.41401,11,-66.08846,-2,1,9,12,9,PR,444264,969
10807 Hull Street Rd,Midlothian,3,2,2,3,Empire Beauty School-Midlothian,37.438104,21,-77.594067,-2,1,5,1,9,VA,444282,23112
"9616 Reisterstown Rd, Suite 105",Owings Mills,3,2,2,3,Empire Beauty School-Owings Mills,39.405218,21,-76.759697,-2,1,2,1,9,MD,444291,21117
2393 Mountainview Dr,West Mifflin,3,2,2,3,Empire Beauty School-West Mifflin,40.345999,21,-79.939958,-2,1,2,2,9,PA,444307,15122
"928 Broadwater Ave, Suite C",Billings,3,2,4,2,Bold Beauty Academy,45.776744,12,-108.539809,-2,1,7,5,6,MT,444316,59101
12440 Firestone Blvd Ste 2001,Norwalk,3,2,2,3,ATI College-Norwalk,33.904942,21,-118.068412,-2,1,8,2,9,CA,444325,90650
3750 W 12 Ave,Hialeah,3,2,2,3,Advance Science Institute,25.855598,21,-80.306989,-2,1,5,3,9,FL,444334,33012
13180 Paramount Blvd.,South Gate,3,2,3,2,Advanced College,33.915383,21,-118.15794,-2,1,8,15,6,CA,444343,90280
Baldorioty Street #1,Bayamon,3,2,2,3,Advance Tech College,18.398241,21,-66.154213,-2,1,9,8,9,PR,444352,961
"1810 Gillespie Way, Suite 104",El Cajon,3,2,3,2,Advanced Training Associates,32.819524,21,-116.981366,-2,1,8,4,6,CA,444361,92020
6801 W 20th St,Hialeah,3,2,1,3,American Advanced Technicians Institute,25.884901,21,-80.323025,-2,1,5,3,9,FL,444370,33014
3210 Dyer,El Paso,3,2,3,2,Anamarc College-El Paso Central,31.805355,11,-106.444175,-2,1,6,7,6,TX,444389,79930
2215 N Military Trl,West  Palm Beach,3,2,2,3,The Beauty Institute,26.710119,21,-80.111689,-2,1,5,5,9,FL,444404,33409
420 Belfont St,Russell,3,2,4,2,Bellefonte Academy of Beauty,38.53099,22,-82.693274,-2,1,5,3,6,KY,444422,41169
380-388 Pleasant Street,Malden,3,2,2,3,Medical Professional Institute,42.426704,21,-71.078341,-2,1,1,4,9,MA,444769,02148-8143
4155 Harrison Blvd. #100,Ogden,3,2,3,2,Nightingale College,41.1879,13,-111.950441,-2,1,7,1,6,UT,444787,84403
1728 Montreal Circle,Tucker,3,2,2,3,Omnitech Institute,33.83135,21,-84.254201,-2,1,5,3,9,GA,444796,30084
"2970 Cottage Hill Rd., Suite 175",Mobile,3,2,2,3,Blue Cliff Career College,30.670281,12,-88.114952,-2,1,5,4,9,AL,444440,36606
113 South Military Avenue,Lawrenceburg,3,2,2,3,Career Beauty College,35.23998,32,-87.335841,-2,1,5,3,9,TN,444468,38464
284 E Garrison Blvd,Gastonia,3,2,2,3,Paul Mitchell the School-Gastonia,35.254225,13,-81.179108,-2,1,5,2,9,NC,444486,28054
401 S. Glenoaks Blvd. Suite 211,Burbank,2,2,2,3,CES College,34.18048,12,-118.303321,-2,1,8,3,8,CA,444510,91502-2750
4306 Sisk Rd,Modesto,3,2,1,3,Computer Tutor Business and Technical Institute,37.702154,21,-121.071547,-2,1,8,6,9,CA,444529,95356
6020-B Dillard Circle,Austin,3,2,2,3,Auguste Escoffier School of Culinary Arts-Austin,30.32646,11,-97.717872,-2,1,6,2,9,TX,444556,78752
3721-1 NW 7th street,Miami,3,2,5,1,Dade Medical College-Miami,25.779312,11,-80.251348,-2,1,5,11,3,FL,444574,33126
1911 Stella Lake Street,Las Vegas,2,2,4,2,Expertise Cosmetology Institute,36.193798,11,-115.164834,-2,1,8,4,5,NV,444592,89106
"1015 18th Ave, Suite 212",Monroe,3,2,4,2,Paul Mitchell the School-Monroe,42.60164,32,-89.637751,-2,1,3,2,6,WI,444608,53566
340 Three Meadows Dr,Perrysburg,3,2,1,3,Healing Arts Institute,41.556146,21,-83.598722,-2,1,3,1,9,OH,444635,43551
111 S Grand Ave Annex 3,Bozeman,3,2,2,3,Health Works Institute,45.677787,33,-111.040745,-2,1,7,2,9,MT,444644,59715
7212 Gratiot Rd Suite D,Saginaw,3,2,2,3,In Session Arts of Cosmetology Beauty School,43.416222,22,-84.055877,-2,1,3,1,9,MI,444653,48609
11207 Proverbs Ave Ste B,Baton Rouge,3,2,2,3,Moore Career College,30.41167,21,-91.057171,-2,1,5,1,9,LA,444662,70816
500 Calle Concepcion Vera,Moca,3,2,2,3,Institute of Beauty Occupation and Technology Course,18.38728,21,-67.110123,-2,1,9,2,9,PR,444680,676
1601 1/2 N Harrison,Shawnee,3,2,2,3,Institute of Hair Design,35.34912,32,-96.913355,-2,1,6,4,9,OK,444705,74804
4501 Circle 75 Pky Ste D-4100,Atlanta,3,2,3,2,MedTech Institute-Atlanta Campus,33.899004,21,-84.474339,-2,1,5,4,6,GA,444714,30339
Calle Dr Veve #52,Bayamon,3,2,2,3,Leston College,18.407083,21,-66.165278,-2,1,9,5,9,PR,444732,961
1729 Champagnolle Rd,El Dorado,3,2,2,3,Lynndale Fundamentals of Beauty School,33.224401,41,-92.64438,-2,1,5,3,9,AR,444750,71730-4804
1871 Gratiot Blvd,Marysville,3,2,2,3,Blue Water College of Cosmetology Inc,42.91731,23,-82.481754,-2,1,3,3,9,MI,442958,48040
8601 Golf Course Road NW,Albuquerque,3,2,2,3,Pima Medical Institute-Albuquerque West,35.18145,11,-106.687921,-2,1,6,2,9,NM,442967,87114
"601 Washington Ave., Suite 140",Newport,2,2,2,3,Brighton Center's Center for Employment Training,39.092551,21,-84.490127,-2,1,5,3,8,KY,442976,41071-1968
"500 East Carson Plaza Drive, Suite 103",Carson,3,2,2,3,California Healing Arts College,33.8447,13,-118.265741,-2,1,8,5,9,CA,442985,90746-7323
9357 Forest Lane,Dallas,3,2,2,3,Dallas Barber & Stylist College,32.909897,11,-96.737017,-2,1,6,3,9,TX,443021,75243
"Calle Eugenio Maria de Hostos #175, Esq, Puro Girau",Arecibo,2,2,2,3,Colegio Educativo Tecnologico Industrial Inc,18.467868,13,-66.724485,-2,1,9,5,8,PR,443100,612
26061 Franklin Road,Southfield,3,2,1,3,Irene's Myomassology Institute,42.480113,13,-83.287169,-2,1,3,1,9,MI,443137,48033
11910 Fondren Meadow,Houston,3,2,2,3,Jay's Technical Institute,29.64877,11,-95.525281,-2,1,6,3,9,TX,443146,77071
"1429 S Main St, Ste F",Jacksonville,3,2,2,3,Mr John's School of Cosmetology Esthetics & Nails-Jacksonville,39.714678,32,-90.230119,-2,1,3,3,9,IL,443173,62650
"12131 Telegraph Road, 2nd Floor",Santa Fe Springs,2,2,1,3,NTMA Training Centers of Southern California,33.942669,21,-118.074384,-2,1,8,1,8,CA,443207,90670
"2815 Kennedy Blvd, 3rd Floor",Jersey City,3,2,2,3,P C Age-Jersey City,40.732114,11,-74.06691,-2,1,2,1,9,NJ,443216,7306
"145 Talmadge Rd, Suite 19",Edison,3,2,2,3,P C Age-Edison,40.532872,21,-74.395005,-2,1,2,1,9,NJ,443225,8817
5000 C Coconut Creek Parkway,Margate,3,2,2,3,American Institute-Margate,26.244554,21,-80.194529,-2,1,5,3,9,FL,443234,33063
"720 NW 27th Avenue, 2nd Floor",Miami,3,2,2,3,South Florida Institute of Technology,25.779943,11,-80.239444,-2,1,5,8,9,FL,443252,33125
"4600 Goer Dr, Ste 105",North Charleston,3,2,2,3,Southeastern Institute-Charleston,32.871075,13,-80.008056,-2,1,5,5,9,SC,443261,29406
5125 North Academy Blvd.,Colorado Springs,3,2,4,2,Toni & Guy Hairdressing Academy-Colorado Springs,38.90585,11,-104.777581,-2,1,7,2,6,CO,443289,80918
8250 W Bellfort,Houston,3,2,2,3,Trend Barber College,29.656104,11,-95.522162,-2,1,6,4,9,TX,443298,77071-0000
"222 Merchandise Mart Plaza, Suite 4-124",Chicago,2,2,2,3,Illinois CareerPath Institute,41.88837,11,-87.635361,-2,1,3,4,8,IL,443304,60654-1103
345 S. Texas Blvd.,Weslaco,2,2,2,3,Valley Grande Institute for Academic Studies,26.158256,21,-97.990391,-2,1,6,7,8,TX,443322,78596
3744 Annex Avenue,Nashville,3,2,2,3,International Barber & Style College,36.140505,11,-86.882386,-2,1,5,1,9,TN,443359,37209
1285 Oviedo Mall Blvd,Oviedo,3,2,2,3,Paul Mitchell the School-Orlando,28.664491,21,-81.235628,-2,1,5,3,9,FL,445212,32765
3000 White Bear Avenue North,Maplewood,3,2,2,3,Regency Beauty Institute-Maplewood,45.032098,21,-93.016493,-2,1,4,1,9,MN,445221,55109
3333 East Flamingo Road,Las Vegas,3,2,3,2,Pima Medical Institute-Las Vegas,36.114105,12,-115.102238,-2,1,8,11,6,NV,445230,89121
2727 W. Memorial Rd,Oklahoma City,3,2,5,1,Platt College-North OKC,35.611128,11,-97.563751,-2,1,6,6,3,OK,445258,73134
"2001 Beach Street, Suite 201",Fort Worth,3,2,3,2,Kaplan College-Fort Worth,32.748285,11,-97.288869,-2,1,6,4,6,TX,445328,76103-2310
1901 Chester Ave  #201,Bakersfield,3,2,4,2,California College of Vocational Careers,35.385443,11,-119.023094,-2,1,8,4,6,CA,443429,93301
1154 Poquonnock Rd,Groton,3,2,1,3,Connecticut Center for Massage Therapy-Groton,41.347074,22,-72.042638,-2,1,1,2,9,CT,443483,6340
340 Flatbush Ave Ext-3rd Floor,Brooklyn,3,2,2,3,Career Institute of Health and Technology,40.691141,11,-73.982706,-2,1,2,4,9,NY,443553,11201
1400 W. West Covina Pkwy-2nd Floor,West Covina,3,2,2,3,InterCoast Colleges-West Covina,34.068841,21,-117.938663,-2,1,8,5,9,CA,443571,91790
404 South Upham St.,Lakewood,3,2,2,3,Colorado Media School,39.737325,12,-105.080902,-2,1,7,1,9,CO,443632,80226
"30 Chapel View Blvd., Suite 100",Cranston,3,2,2,3,Paul Mitchell the School-Rhode Island,41.7553,21,-71.459361,-2,1,1,2,9,RI,443641,2920
950 Industrial Way,Sparks,3,2,2,3,Milan Institute-Sparks,39.525226,21,-119.758848,-2,1,8,7,9,NV,443669,89431
624 Worcester Rd,Framingham,3,2,2,3,Empire Beauty School-Framingham,42.297796,13,-71.423185,-2,1,1,1,9,MA,443678,1702
4473 North Freeway,Houston,3,2,3,2,Interactive Learning Systems-North Houston,29.83137,11,-95.383481,-2,1,6,3,6,TX,443696,77022
"1900 North Expressway, Suite O",Brownsville,3,2,3,2,Kaplan College-Brownsville,25.943132,12,-97.502253,-2,1,6,5,6,TX,443827,78521
"1620 S. Padre Island Drive, #600",Corpus Christi,3,2,3,2,Kaplan College-Corpus Christi,27.743307,11,-97.439616,-2,1,6,7,6,TX,443836,78416
3076 Riverside Dr. Suite 700,Macon,3,2,2,3,School of Health,32.8894,13,-83.677791,-2,1,5,11,9,GA,443845,31210
5244 W. Overland Road,Boise,3,2,4,2,Toni & Guy Hairdressing Academy-Boise,43.59105,12,-116.247663,-2,1,7,2,6,ID,443942,83705
4315 Peony Lane N,Plymouth,3,2,2,3,PCI Academy-Plymouth,45.03364,13,-93.508401,-2,1,4,3,9,MN,443979,55446
568 Miamisburg-Centrville Rd,Dayton,3,2,4,2,Creative Images Institute of Cosmetology-South Dayton,39.627019,21,-84.174179,-2,1,3,4,6,OH,444051,45459
5995-2 University Blvd West,Jacksonville,3,2,2,3,Fortis Institute-Jacksonville,30.277639,11,-81.604182,-2,1,5,7,9,FL,444079,32216
4201 Central Ave NW-Ste J,Albuquerque,3,2,5,1,Brookline College-Albuquerque,35.086652,11,-106.687499,-2,1,6,10,3,NM,444088,87105
140 South Easton Road,Glenside,3,2,2,3,PITC Institute,40.10295,21,-75.151861,-2,1,2,1,9,PA,444811,19038-4001
2121 South 230 East,Salt Lake City,3,2,2,3,Skinworks School of Advanced Skincare,40.724925,21,-111.884177,-2,1,7,3,9,UT,444857,84115
"1420 Colonial Life Blvd, Suite 80",Columbia,3,2,2,3,Southeastern Institute-Columbia,34.028113,12,-81.092306,-2,1,5,4,9,SC,444866,29210
1720 I St NW Suite 200,Washington,3,2,2,3,Technical Learning Centers Inc,38.901,11,-77.040471,-2,1,2,3,9,DC,444893,20006-5540
806 W Third St,Cresco,3,2,4,2,Total Look School of Cosmetology & Massage Therapy,43.382674,41,-92.12078,-2,1,4,2,6,IA,444909,52136
580 n camino mercado,Casa Grande,3,2,2,3,Turning Point Beauty College,32.876683,41,-111.692046,-2,1,6,2,9,AZ,444936,85122
3605 Ambassador Caffery,Lafayette,3,2,2,3,Unitech Training Academy-Lafayette,30.176116,12,-92.069557,-2,1,5,8,9,LA,444945,70503
1421 Ninth Street,Lubbock,3,2,3,2,Kaplan College-Lubbock,33.586941,12,-101.850884,-2,1,6,6,6,TX,445346,79401
4550 La Sierra Ave,Riverside,3,2,2,3,North-West College-Riverside,33.9145,11,-117.485881,-2,1,8,7,9,CA,445364,92503
70 Everett Ave - 4th Floor,Chelsea,3,2,2,3,Everest Institute-Chelsea,42.39344,21,-71.039657,-2,1,1,5,9,MA,445373,2150
"1000 Blue Gentian Road, Suite 250",Eagan,3,2,2,3,Everest Institute-Eagan,44.858767,13,-93.13969,-2,1,4,5,9,MN,445382,55121-1696
980 Riverside Parkway,West Sacramento,3,2,3,2,Wyotech-West Sacramento,38.585761,21,-121.565592,-2,1,8,5,6,CA,445452,95605
9700 Bissonnet St-Ste 1400,Houston,3,2,2,3,Everest Institute-Bissonnet,29.677344,11,-95.545008,-2,1,6,7,9,TX,445461,77036-8001
Carr 4416 Km 2.5 Int. Bo Laguna,Aguada,3,2,2,3,Colegio Tecnico de Electricidad Galloza,18.382151,21,-67.197228,-2,1,9,3,9,PR,445498,602
1905 Suburban Ave,Saint Paul,3,2,2,3,Empire Beauty School-St Paul,44.950693,11,-93.019755,-2,1,4,1,9,MN,445504,55119-7003
2710 Commerce Circle,Pine Bluff,3,2,2,3,Arthur's Beauty School Inc-Pine Bluff,34.22157,13,-91.974674,-2,1,5,2,9,AR,445531,71601
2320 Washington Ave,Conway,3,2,2,3,Arthur's Beauty School Inc-Conway,35.109134,13,-92.44599,-2,1,5,2,9,AR,445540,72032
126 High St,Ipswich,3,2,1,3,Spa Tech Institute-Ipswich,42.688622,21,-70.849391,-2,1,1,5,9,MA,445638,1938
227 Turnpike Rd.  - Suite 1,Westboro,3,2,1,3,Spa Tech Institute-Westboro,42.285984,21,-71.635686,-2,1,1,5,9,MA,445647,1581
59 Industrial Park Rd,Plymouth,3,2,1,3,Spa Tech Institute-Plymouth,41.958456,21,-70.704511,-2,1,1,5,9,MA,445656,2360
5402 Walzem Road,San Antonio,3,2,2,3,Milan Institute of Cosmetology-San Antonio Walzem,29.511567,21,-98.382865,-2,1,6,4,9,TX,445665,78218
544 Newtown Rd #160,Virginia Beach,3,2,2,3,Wards Corner Beauty Academy-Virginia Beach,36.857918,11,-76.174567,-2,1,5,1,9,VA,445683,23462
150 S Lincolnway #100,North Aurora,3,2,2,3,Everest College-North Aurora,41.80011,21,-88.32608,-2,1,3,4,9,IL,445771,60542
529 Overland Avenue,Burley,3,2,4,2,Cosmetology School of Arts and Sciences,42.546938,33,-113.792788,-2,1,7,5,6,ID,445780,83318
750 Pennsylvania Drive,Exton,3,2,4,2,Universal Technical Institute of Pennsylvania Inc,40.070513,21,-75.685133,-2,1,2,9,6,PA,445799,19341
1200 East 104th Street,Kansas City,3,2,3,2,Heritage College-Kansas City,38.939585,11,-94.576787,-2,1,4,6,6,MO,445814,64131
1515 John B White SR Blvd,Spartanburg,3,2,2,3,Kenneth Shuler School of Cosmetology-Spartanburg,34.923366,13,-81.972727,-2,1,5,3,9,SC,445841,29301
7474 Garners Ferry Road,Columbia,3,2,2,3,Kenneth Shuler School of Cosmetology-Columbia,34.033295,12,-81.087657,-2,1,5,2,9,SC,445850,29209
3901 West Irving Park,Chicago,3,2,2,3,Pivot Point Academy-Chicago,41.953449,11,-87.725224,-2,1,3,1,9,IL,445896,60618
8 Progress Drive,Shelton,3,2,2,3,Lincoln Technical Institute-Shelton,41.274068,21,-73.131028,-2,1,1,4,9,CT,445911,6484
"7398 Smoke Ranch Road, Ste 100",Las Vegas,3,2,3,2,Northwest Career College,36.203875,11,-115.255585,-2,1,8,6,6,NV,445948,89128
55 E. Jackson Boulevard - Ste 300,Chicago,3,2,1,3,Soma Institute-The National School of Clinical Massage Therapy,41.878426,11,-87.627156,-2,1,3,3,9,IL,445957,60604-4110
Calle Jose De jesus Esteves #7,Aguadilla,3,2,2,3,Xtreme Career Institute,18.425774,13,-67.155188,-2,1,9,5,9,PR,445984,603
63 Pennsylvania Avenue,Niantic,3,2,2,3,Marinello Schools of Beauty-Niantic,41.325944,22,-72.192653,-2,1,1,5,9,CT,445993,06357-3224
350 Double Tree Lane,Grafton,2,2,1,3,Blue Sky School of Professional Massage and Therapeutic Bodywork,43.288154,41,-87.924273,-2,1,3,1,8,WI,446057,53024
925 Sevier Street,Shelbyville,3,2,2,3,Buchanan Beauty College,35.497594,32,-86.460847,-2,1,5,3,9,TN,446075,37160
200A North Center Dr,Alton,3,2,2,3,CALC Institute of Technology,38.927227,23,-90.175056,-2,1,3,5,9,IL,446084,62002
990-A Klamath Lane,Yuba City,3,2,3,2,Cambridge Junior College-Yuba City,39.13994,13,-121.652227,-2,1,8,3,6,CA,446093,95993
"460 E. Altamonte Drive, 3rd Floor",Altamonte Springs,3,2,2,3,Cambridge Institute of Allied Health & Technology,28.66311,21,-81.375851,-2,1,5,4,9,FL,446109,32701
43770 Fifteenth St W Ste 115,Lancaster,3,2,2,3,Career Care Institute,34.678236,21,-118.15638,-2,1,8,4,9,CA,446118,93534
3215 S. Pennsylvania Avenue,Lansing,3,2,3,2,Career Quest Learning Centers-Lansing,42.699106,12,-84.53728,-2,1,3,10,6,MI,446136,48910
8494 Northwest Expwy,Oklahoma City,3,2,2,3,Central State Massage Academy,35.569792,11,-97.668551,-2,1,6,1,9,OK,446145,73162
121 Pine St,Crossett,3,2,2,3,Crossett School of Cosmetology,33.134128,33,-91.95981,-2,1,5,2,9,AR,446190,71635
311 South East Street #120,Culpeper,1,2,2,3,Culpeper Cosmetology Training Center,38.471472,32,-77.994978,-2,1,5,1,7,VA,446206,22701-1055
3900 Bienville Blvd,Ocean Springs,3,2,4,2,Day Spa Career College,30.409958,22,-88.762255,-2,1,5,4,6,MS,446215,39564
1165 Centre Pky Suite #120,Lexington,2,2,4,2,Employment Solutions-College for Technical Education,37.982264,11,-84.483707,-2,1,5,8,5,KY,446242,40517
802 SE Everett Mall Way Ste A,Everett,3,2,2,3,Evergreen Beauty and Barber College-Everett,47.909189,12,-122.221962,-2,1,8,4,9,WA,446260,98208
2950 Lapeer Road,Port Huron,3,2,2,3,Paul Mitchell the School-Great Lakes,42.976351,23,-82.45923,-2,1,3,2,9,MI,446288,48060
1969 Morris Ave,Union,3,2,4,2,Healthcare Training Institute,40.696406,21,-74.268447,-2,1,2,11,6,NJ,446303,7083
3650 Shawnee Ave.,West Palm Beach,3,2,4,2,MCI Institute of Technology,26.706119,21,-80.097545,-2,1,5,9,6,FL,446400,33409
1690 Universe Cir,Oxnard,3,2,2,3,Pacific Coast Trade School,34.183088,12,-119.161807,-2,1,8,5,9,CA,446437,93033
"764 Bessemer Street, Suite 105",Meadville,2,2,2,3,Precision Manufacturing Institute,41.641273,32,-80.157311,-2,1,2,4,8,PA,446455,16335
229 East Commercial Street,Springfield,3,2,2,3,Professional Massage Training Center,37.229872,12,-93.291313,-2,1,4,1,9,MO,446464,65803
567 North Lake Dr.,Prestonsburg,3,2,4,2,Regency School of Hair Design,37.673664,33,-82.777386,-2,1,5,3,6,KY,446491,41653
566 West 1350 South,Bountiful,3,2,2,3,Renaissance College-Massage Program,40.877255,21,-111.89402,-2,1,7,1,9,UT,446507,84010
52 S. plaza way,Cape Girardeau,3,2,2,3,eClips School of Cosmetology and Barbering,37.305615,13,-89.547135,-2,1,4,2,9,MO,446534,63701
780 West Ave,Crossville,3,2,2,3,Shear Academy,35.952916,33,-85.03524,-2,1,5,1,9,TN,446543,38555
1485 Florida Mall Avenue,Orlando,3,2,3,2,Southern Technical College,28.44862,21,-81.399661,-2,1,5,7,6,FL,446552,32809
2041 Business Ctr Dr Ste 107,Irvine,3,2,7,1,Stanbridge College,33.678879,12,-117.857636,-2,1,8,12,3,CA,446561,92612
239 Hampton St,Rock Hill,3,2,2,3,Styletrends Barber and Hairstyling Academy,34.923083,13,-81.028029,-2,1,5,1,9,SC,446570,29730
10720 W Flagler School Ste 21,Sweetwater,3,2,2,3,Universal Career School,25.767485,21,-80.370195,-2,1,5,6,9,FL,446589,33174
171 Cedar Ave,Chambersburg,3,2,2,3,Chambersburg Beauty School,39.935077,13,-77.665359,-2,1,2,2,9,PA,446996,17201
425 South Nova Road,Ormond Beach,3,2,3,2,Daytona College,29.270088,13,-81.080155,-2,1,5,16,6,FL,447014,32174-8445
6550 D Interstate Blvd.,Horn Lake,3,2,2,3,Delta Technical College,34.95615,21,-90.00705,-2,1,5,8,9,MS,447023,38637
1914 Wible Road,Bakersfield,3,2,3,2,Kaplan College-Bakersfield,35.337339,11,-119.03794,-2,1,8,4,6,CA,447102,93304
"44 Shaw Avenue, Rodeo Plaza",Clovis,3,2,3,2,Kaplan College-Fresno,36.807193,21,-119.708287,-2,1,8,4,6,CA,447120,93612
9945 W McDowell Road #112,Avondale,3,2,2,3,Empire Beauty School-Avondale,33.464237,22,-112.273076,-2,1,6,2,9,AZ,447148,85323
4343 N. Oracle Rd.  # I,Tucson,3,2,2,3,Empire Beauty School-North Tucson,32.285581,11,-110.980049,-2,1,6,2,9,AZ,447157,85705
8996 W. Bowles Ave. # E & F,Littleton,3,2,4,2,Empire Beauty School-Littleton,39.608128,21,-105.097089,-2,1,7,1,6,CO,447166,80123
16800 E. Mississippi Ave.,Aurora,3,2,4,2,Empire Beauty School-Aurora,39.695935,11,-104.792572,-2,1,7,1,6,CO,447175,80017
