Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Grcohrt,Number of Records,Pgrcohrt,Ret Nmf,Ret Pcf,Rrftcta,Rrftct,Rrftex,Stufacr,Ugentern,Unitid (Ef2013D),Unitid
,,31995,,,31995,,,31995,8,1,32,8,100,8,8,0,6,25,177816,177816
5250,6000,,5250,6000,,5250,6000,,,1,,14,100,14,14,0,7,,177870,177870
10957,17970,16421,10957,17970,16421,17347,24360,22811,400,1,40,178,53,338,338,0,15,1007,177940,177940
24150,33150,31140,24150,33150,31140,24150,33150,31140,1311,1,49,946,71,1338,1338,0,17,2697,177968,177968
11491,16491,16591,11491,16491,16591,16231,21231,21331,486,1,70,376,78,479,483,4,13,691,177977,177977
10668,16280,,13068,18680,,14688,20300,,2473,1,34,1393,55,2545,2548,3,19,7286,177995,177995
17007,27980,22671,17007,27980,22671,17007,27980,22671,,1,,0,,0,0,0,8,,178004,178004
33763,43290,41918,33763,43290,41918,33763,43290,41918,392,1,50,302,87,348,348,0,12,790,178059,178059
12899,17437,,12899,17437,,12899,17437,,23,1,23,5,22,23,23,0,13,98,178110,178110
12147,23031,15679,12147,23031,15679,12147,23031,15679,34,1,41,16,64,25,25,0,15,82,178208,178208
10538,16149,14221,11438,17049,15121,12188,17799,15871,744,1,71,554,68,817,819,2,22,1050,178217,178217
27041,32025,,27041,32025,,27041,32025,,21,1,88,5,29,17,17,0,13,24,178226,178226
26719,33047,33313,26719,33047,33313,26719,33047,33313,264,1,12,143,60,238,239,1,20,2157,178244,178244
19499,25400,,19499,25400,,19499,25400,,,1,,0,,0,0,0,14,,178305,178305
9709,15320,15370,9709,15320,15370,14558,20169,20219,762,1,45,463,66,700,704,4,19,1697,178341,178341
22460,29510,,22460,29510,,22460,29510,,1,1,3,1,100,1,1,0,10,35,178350,178350
23300,29900,30000,23300,29900,30000,23300,29900,30000,412,1,50,160,44,367,367,0,14,823,178369,178369
9800,18025,18025,9800,18025,18025,15406,23631,23631,845,1,62,534,60,884,884,0,17,1372,178387,178387
,,22943,,,22943,,,37292,6060,1,82,5326,84,6376,6378,2,20,7405,178396,178396
18704,27076,28396,18704,27076,28396,31451,39823,41143,1060,1,43,807,73,1101,1101,0,13,2449,178402,178402
,,21798,,,21798,,,36963,1244,1,74,922,83,1116,1119,3,17,1690,178411,178411
17110,24923,24322,17110,24923,24322,32065,39878,39277,464,1,20,400,75,533,533,0,16,2311,178420,178420
9174,14374,9490,10284,15484,10600,11964,17164,12280,904,1,41,584,57,1029,1029,0,22,2200,178448,178448
12168,20044,19568,12168,20044,19568,18040,25916,25440,1325,1,71,1096,87,1254,1254,0,17,1857,178615,178615
9390,17376,17376,9390,17376,17376,14391,22377,22377,1313,1,76,842,66,1279,1279,0,23,1739,178624,178624
14910,21606,19246,14910,21606,19246,14910,21606,19246,175,1,74,98,72,136,136,0,19,235,178679,178679
22538,29707,27276,22538,29707,27276,22538,29707,27276,355,1,88,209,86,243,243,0,15,404,178697,178697
16096,22496,23248,16096,22496,23248,16096,22496,23248,157,1,14,109,65,168,168,0,12,1142,178721,178721
22395,29631,,22395,29631,,22395,29631,,4,1,9,0,,0,0,0,10,45,178767,178767
19757,28757,25239,19757,28757,25239,19757,28757,25239,519,1,67,352,74,474,474,0,16,777,178891,178891
36775,44958,45235,36775,44958,45235,36775,44958,45235,437,1,46,390,87,446,446,0,12,943,179043,179043
,,,,,,,,,,1,,44,86,51,51,0,7,,179052,179052
19074,26616,,19074,26616,,19074,26616,,,1,,0,,0,0,0,24,,179070,179070
43058,53438,53438,43058,53438,53438,43058,53438,53438,1638,1,25,1450,87,1670,1670,0,12,6656,179159,179159
13065,20715,16295,13065,20715,16295,13065,20715,16295,21,1,31,13,81,16,16,0,14,68,179256,179256
34163,45482,40888,34163,45482,40888,34163,45482,40888,246,1,88,229,93,247,247,0,11,278,179265,179265
11040,12940,,12420,14320,,14070,15970,,2840,1,46,1563,54,2905,2905,0,21,6218,179308,179308
23540,31424,30340,23540,31424,30340,23540,31424,30340,458,1,56,330,64,519,519,0,15,820,179326,179326
11626,19896,17026,11626,19896,17026,15046,23316,20446,596,1,46,233,47,497,497,0,25,1296,179344,179344
6607,14484,11275,7597,15474,12265,9547,17424,14215,947,1,45,521,60,872,873,1,19,2125,179539,179539
31914,41194,42424,31914,41194,42424,31914,41194,42424,168,1,75,92,67,137,137,0,10,224,179548,179548
11582,19702,19211,11582,19702,19211,16914,25034,24543,1583,1,66,1251,73,1722,1723,1,24,2384,179557,179557
11823,19251,19251,11823,19251,19251,18303,25731,25731,2700,1,44,1900,75,2525,2525,0,20,6188,179566,179566
10057,17905,15430,11677,19525,17050,12757,20605,18130,714,1,44,412,55,747,747,0,23,1639,179645,179645
8012,15172,12207,9002,16162,13197,10172,17332,14367,364,1,74,208,65,322,322,0,22,490,179715,179715
47831,61808,61808,47831,61808,61808,47831,61808,61808,1595,1,82,1564,96,1622,1622,0,8,1937,179867,179867
33828,42220,41918,33828,42220,41918,33828,42220,41918,487,1,49,332,81,411,411,0,15,1000,179894,179894
25680,29575,32705,25680,29575,32705,25680,29575,32705,163,1,29,67,54,124,124,0,15,558,179919,179919
27600,34800,34800,27600,34800,34800,27600,34800,34800,266,1,82,202,78,259,259,0,15,325,179946,179946
36340,44080,43820,36340,44080,43820,36340,44080,43820,259,1,86,232,76,305,305,0,10,300,179955,179955
24550,27100,35250,24550,27100,35250,24550,27100,35250,193,1,75,145,74,195,196,1,10,258,179964,179964
11030,18863,,11030,18863,,11030,18863,,91,1,70,53,57,93,94,1,12,130,180054,180054
6486,15486,15486,6486,15486,15486,11453,20453,20453,164,1,35,81,52,156,156,0,15,466,180081,180081
32614,40918,40918,32614,40918,40918,32614,40918,40918,315,1,77,312,81,383,383,0,12,411,180106,180106
7313,12513,11013,8475,13675,12175,13365,18565,17065,113,1,64,52,53,98,98,0,10,177,180151,180151
7260,12660,,7260,12660,,7260,12660,,37,1,77,11,48,23,24,1,12,48,180160,180160
10875,17835,17835,10875,17835,17835,22218,29178,29178,666,1,50,406,59,686,686,0,18,1337,180179,180179
9060,15380,12035,10432,16752,13407,16200,22520,19175,285,1,39,171,56,304,304,0,16,722,180197,180197
8510,17030,,8510,17030,,8510,17030,,25,1,56,31,54,57,59,2,10,45,180203,180203
6325,15100,10450,6325,15100,10450,6325,15100,10450,40,1,44,28,44,63,63,0,9,91,180212,180212
7881,15081,,7881,15081,,14133,21333,,196,1,31,115,51,225,225,0,16,636,180249,180249
25630,33650,32654,25630,33650,32654,25630,33650,32654,150,1,48,93,69,135,135,0,12,315,180258,180258
10690,16624,,10690,16624,,15986,21920,,204,1,31,105,53,200,200,0,12,660,180276,180276
9885,11285,,9885,11285,,9885,11285,,73,1,74,25,53,47,47,0,14,99,180328,180328
6110,12210,11040,7130,13230,12060,9980,16080,14910,97,1,48,60,59,101,102,1,9,202,180373,180373
9724,18724,18724,9724,18724,18724,21866,30866,30866,262,1,59,165,69,240,240,0,15,442,180416,180416
11232,19452,19452,11232,19452,19452,25197,33417,33417,2345,1,58,1666,76,2199,2199,0,19,4046,180461,180461
11481,19106,19106,11481,19106,19106,27155,34780,34780,1783,1,54,979,73,1333,1333,0,18,3314,180489,180489
9880,17380,17380,9880,17380,17380,21712,29212,29212,179,1,49,106,59,179,179,0,16,367,180522,180522
28018,35446,35488,28018,35446,35488,28018,35446,35488,238,1,71,178,68,262,262,0,12,333,180595,180595
7791,14766,14691,9879,16854,16779,15063,22038,21963,107,1,49,5,31,16,16,0,15,220,180647,180647
9096,15386,15386,9096,15386,15386,19815,26105,26105,250,1,43,117,69,170,170,0,16,578,180692,180692
9495,20250,,9495,20250,,9495,20250,,87,1,3,1,50,2,2,0,33,3107,180814,180814
18600,26700,25760,18600,26700,25760,18600,26700,25760,32,1,16,24,69,35,35,0,12,204,180832,180832
16075,28235,,16075,28235,,16075,28235,,36,1,22,29,83,35,35,0,10,163,180878,180878
7800,12100,11902,7800,12100,11902,9000,13300,13102,710,1,28,465,63,740,740,0,16,2532,180902,180902
10680,16440,16440,10680,16440,16440,10710,16470,16470,458,1,61,268,67,398,399,1,21,747,180948,180948
27850,34550,34550,27850,34550,34550,27850,34550,34550,281,1,47,224,76,296,296,0,14,601,180984,180984
36180,48058,48058,36180,48058,48058,36180,48058,48058,963,1,81,857,91,943,943,0,11,1191,181002,181002
,,38380,,,38380,,,38380,287,1,85,264,78,337,337,0,12,339,181020,181020
23606,29406,28958,23606,29406,28958,23606,29406,28958,96,1,60,51,72,71,71,0,13,160,181093,181093
29882,37936,37152,29882,37936,37152,29882,37936,37152,345,1,78,156,66,236,236,0,13,440,181127,181127
11410,20010,20010,11410,20010,20010,17238,25838,25838,1007,1,68,848,76,1123,1123,0,16,1474,181215,181215
19072,25744,,19072,25744,,19072,25744,,,1,,0,,0,0,0,19,,181242,181242
19070,27566,27334,19070,27566,27334,19070,27566,27334,37,1,19,22,79,28,28,0,12,200,181297,181297
6210,12465,12465,6210,12465,12465,7403,13658,13658,1077,1,25,624,50,1237,1237,0,15,4339,181303,181303
5790,11350,11518,5790,11350,11518,6480,12040,12208,398,1,34,225,53,425,425,0,9,1186,181312,181312
32200,37780,37780,32200,37780,37780,32200,37780,37780,367,1,74,224,62,363,363,0,8,494,181330,181330
16800,23470,23450,16800,23470,23450,16800,23470,23450,52,1,73,20,57,35,35,0,10,71,181376,181376
11160,18700,19250,11160,18700,19250,21500,29040,29590,1794,1,55,1232,75,1648,1648,0,17,3251,181394,181394
19072,25744,,19072,25744,,19072,25744,,,1,,1,100,1,1,0,19,,181400,181400
7790,17190,,7790,17190,,7790,17190,,38,1,67,9,43,21,22,1,13,57,181419,181419
31942,39492,39492,31942,39492,39492,31942,39492,39492,379,1,74,276,78,356,356,0,12,509,181446,181446
12714,21060,22246,12714,21060,22246,26042,34388,35574,4396,1,81,3277,84,3918,3918,0,21,5415,181464,181464
6579,13175,12706,6579,13175,12706,7524,14120,13651,749,1,56,547,68,800,801,1,18,1327,181491,181491
9900,16556,16556,9900,16556,16556,9900,16556,16556,272,1,31,113,58,194,194,0,23,891,181534,181534
9200,15200,11110,9200,15200,11110,9200,15200,11110,3,1,38,7,54,13,13,0,4,8,181543,181543
31172,37678,36252,31172,37678,36252,31172,37678,36252,89,1,36,72,79,91,91,0,14,248,181604,181604
6454,12604,12604,6454,12604,12604,7039,13189,13189,1205,1,33,691,57,1203,1203,0,19,3625,181640,181640
25490,34090,31990,25490,34090,31990,25490,34090,31990,178,1,62,99,68,145,145,0,11,285,181738,181738
18524,24453,,18524,24453,,18524,24453,,,1,,11,42,26,26,0,18,,181756,181756
12250,12436,16360,12250,12436,16360,16426,16612,20536,70,1,47,64,67,96,96,0,13,150,181765,181765
10810,15500,15500,10810,15500,15500,15010,19700,19700,690,1,74,429,62,693,693,0,20,938,181783,181783
6953,12815,12815,6953,12815,12815,7289,13151,13151,336,1,41,181,49,373,375,2,13,811,181817,181817
20350,26200,26250,20350,26200,26250,20350,26200,26250,94,1,60,54,64,84,84,0,13,156,181853,181853
8817,16281,,8817,16281,,15462,22926,,1767,1,17,0,,0,0,0,23,10407,182005,182005
27100,30604,34648,27100,30604,34648,27100,30604,34648,241,1,57,61,53,115,115,0,20,424,182111,182111
22590,30231,,22590,30231,,22590,30231,,,1,,53,70,76,76,0,24,,182148,182148
14437,23553,22195,14437,23553,22195,28347,37463,36105,3585,1,56,2309,77,2986,2986,0,21,6361,182281,182281
13366,24100,22600,13366,24100,22600,27276,38010,36510,3046,1,66,2269,80,2840,2840,0,22,4606,182290,182290
8270,18720,15070,8270,18720,15070,14915,25365,21715,170,1,21,15,79,19,19,0,17,807,182306,182306
12172,30172,,12172,30172,,12172,30172,,,1,,14,67,21,21,0,20,,182430,182430
33987,45479,45759,33987,45479,45759,33987,45479,45759,91,1,50,52,74,70,70,0,15,183,182458,182458
8110,17927,,8110,17927,,14755,24572,,623,1,28,363,66,548,548,0,20,2211,182500,182500
8260,17480,,8260,17480,,14905,24125,,329,1,35,0,,0,0,0,21,931,182564,182564
40300,45275,52800,40300,45275,52800,40300,45275,52800,399,1,92,374,74,508,508,0,14,436,182634,182634
20130,24930,31080,20130,24930,31080,20130,24930,31080,153,1,66,98,69,143,143,0,14,231,182661,182661
,,63279,,,63279,,,63279,1112,1,90,1065,97,1095,1095,0,8,1241,182670,182670
35300,45898,45898,35300,45898,45898,35300,45898,45898,450,1,85,362,67,538,538,0,12,528,182795,182795
13336,20008,,13336,20008,,13336,20008,,,1,,15,63,24,24,0,14,,182865,182865
18400,25570,,18400,25570,,18400,25570,,5,1,19,14,64,22,22,0,4,27,182908,182908
37250,47700,48430,37250,47700,48430,37250,47700,48430,375,1,70,154,62,250,253,3,14,537,182980,182980
32474,40484,43056,32474,40484,43056,32474,40484,43056,1370,1,25,541,69,782,782,0,26,5521,183026,183026
21600,34250,30300,21600,34250,30300,34320,46970,43020,2869,1,82,2460,86,2847,2847,0,19,3505,183044,183044
,,25084,,,25084,,,32469,1254,1,88,903,76,1182,1185,3,16,1427,183062,183062
21862,32480,,21862,32480,,34582,45200,,89,1,32,26,67,39,39,0,13,281,183071,183071
17387,25300,26555,17387,25300,26555,24807,32720,33975,923,1,77,667,72,931,932,1,16,1195,183080,183080
16069,28759,20870,16069,28759,20870,24645,37335,29446,821,1,49,478,57,843,843,0,11,1681,183099,183099
14169,23070,,14169,23070,,22745,31646,,71,1,26,62,67,93,93,0,8,274,183105,183105
16786,28495,,16786,28495,,25362,37071,,51,1,15,41,61,67,68,1,5,344,183114,183114
13467,26157,,13467,26157,,22043,34733,,223,1,54,127,62,206,206,0,9,412,183123,183123
13128,26304,,13128,26304,,21704,34880,,307,1,30,208,61,339,339,0,12,1033,183132,183132
12878,26054,,12878,26054,,21454,34630,,279,1,32,168,63,268,268,0,9,865,183141,183141
14615,27197,,14615,27197,,23191,35773,,231,1,23,129,57,228,228,0,10,1026,183150,183150
34601,44077,43227,34601,44077,43227,34601,44077,43227,216,1,53,167,77,218,218,0,17,406,183211,183211
38204,47704,50394,38204,47704,50394,38204,47704,50394,508,1,95,447,85,527,527,0,11,535,183239,183239
21708,44508,,21708,44508,,21708,44508,,1,1,2,1,100,1,1,0,6,65,183248,183248
10746,19665,,10746,19665,,11226,20145,,70,1,15,15,60,25,25,0,11,471,183257,183257
26250,28200,31400,26250,28200,31400,26250,28200,31400,14,1,56,10,43,23,25,2,16,25,183275,183275
21044,36965,,21044,36965,,21044,36965,,76,1,78,66,73,91,91,0,12,98,183488,183488
6850,11550,,6850,11550,,6850,11550,,9,1,82,11,100,11,11,0,8,11,183600,183600
19655,29555,,21305,31205,,22895,32795,,1264,1,57,710,62,1144,1144,0,24,2230,183655,183655
9467,16495,,12862,19890,,13174,20202,,2559,1,55,1692,63,2674,2674,0,19,4659,183743,183743
30834,44823,,30834,44823,,30834,44823,,811,1,48,193,64,303,303,0,14,1706,183789,183789
36870,41680,41130,36870,41680,41130,36870,41680,41130,416,1,67,238,63,375,375,0,16,623,183822,183822
9339,18547,,12111,21319,,12711,21919,,2519,1,59,1855,69,2705,2705,0,21,4240,183859,183859
8475,18375,,8955,18855,,10905,20805,,1848,1,56,1168,63,1850,1850,0,25,3328,183877,183877
34600,47296,43800,34600,47296,43800,34600,47296,43800,349,1,74,211,73,289,289,0,11,470,183910,183910
8426,15176,,8546,15296,,8546,15296,,2021,1,49,1224,60,2028,2028,0,25,4117,183938,183938
33115,39115,43435,33115,39115,43435,33115,39115,43435,206,1,57,195,71,275,275,0,17,362,183974,183974
19167,37167,,19167,37167,,19167,37167,,,1,,58,82,71,71,0,20,,184047,184047
8985,18565,,12495,22075,,15465,25045,,1386,1,52,1043,72,1455,1455,0,20,2684,184180,184180
9512,20295,,9812,20595,,19412,30195,,797,1,72,508,65,780,780,0,23,1106,184205,184205
49978,61922,59362,49978,61922,59362,49978,61922,59362,399,1,86,274,76,362,362,0,10,464,184348,184348
13311,23049,,13311,23049,,13311,23049,,,1,,4,44,9,9,0,3,,184357,184357
6745,10801,,9349,13405,,9349,13405,,2109,1,59,1243,58,2143,2143,0,24,3581,184481,184481
38972,49870,52036,38972,49870,52036,38972,49870,52036,577,1,20,390,76,515,515,0,13,2849,184603,184603
34990,45700,45800,34990,45700,45800,34990,45700,45800,151,1,40,173,76,228,228,0,12,382,184612,184612
41438,52336,54502,41438,52336,54502,41438,52336,54502,509,1,77,422,73,577,577,0,11,657,184694,184694
33156,37276,43276,33156,37276,43276,33156,37276,43276,275,1,42,114,71,160,160,0,11,656,184773,184773
20330,26970,26970,20330,26970,26970,28136,34776,34776,1509,1,49,1259,84,1497,1497,0,13,3080,184782,184782
8441,18223,,8951,18733,,12251,22033,,1579,1,63,1040,64,1632,1632,0,29,2515,184791,184791
23782,39703,,23782,39703,,23782,39703,,71,1,32,112,75,149,149,0,13,221,184959,184959
34753,41078,,34753,41078,,34753,41078,,,1,,1,17,6,6,0,9,,184968,184968
9128,18128,,12503,21503,,15878,24878,,2106,1,65,1094,52,2114,2114,0,37,3232,184995,184995
14987,23777,25863,14987,23777,25863,23399,32189,34275,577,1,36,495,70,712,712,0,15,1622,185129,185129
23660,33060,33810,23660,33060,33810,23660,33060,33810,,1,,36,77,47,47,0,3,,185174,185174
16840,28090,26624,16840,28090,26624,23063,34313,32847,1493,1,49,1017,74,1381,1381,0,17,3046,185262,185262
8308,15708,,9400,16800,,11488,18888,,1190,1,44,799,61,1304,1304,0,17,2731,185509,185509
8800,20450,,12100,23750,,12100,23750,,2066,1,60,1370,64,2137,2137,0,20,3451,185536,185536
35273,43985,46152,35273,43985,46152,35273,43985,46152,906,1,74,800,80,1006,1006,0,14,1230,185572,185572
14118,28732,28028,14118,28732,28028,22996,37610,36906,3030,1,64,1885,86,2202,2202,0,17,4732,185590,185590
35770,47589,42645,39430,51249,46305,39430,51249,46305,,1,,2,100,2,2,0,10,,185651,185651
24506,33817,30404,29166,38477,35064,29166,38477,35064,,1,,1,50,2,2,0,10,,185679,185679
21918,33118,31484,21918,33118,31484,34974,46174,44540,957,1,39,807,86,938,939,1,13,2462,185828,185828
9984,26324,,10752,27092,,12720,29060,,1810,1,54,1259,69,1827,1827,0,26,3323,185873,185873
,,,,,,,,,,1,,32,80,40,41,1,9,,185916,185916
8069,19409,,8069,19409,,11234,22574,,809,1,38,524,60,867,867,0,21,2145,186034,186034
,,55832,,,55832,,,55832,1284,1,100,1324,98,1357,1357,0,6,1284,186131,186131
,,22000,,,22000,,,22000,19,1,11,14,56,25,25,0,15,171,186186,186186
20183,30962,29161,20183,30962,29161,28833,39612,37811,901,1,55,753,87,869,869,0,17,1642,186201,186201
39270,48870,51670,39270,48870,51670,39270,48870,51670,909,1,66,725,79,919,919,0,12,1384,186283,186283
16933,34131,28645,16933,34131,28645,30493,47691,42205,494,1,36,372,77,481,481,0,12,1356,186371,186371
17084,34282,29468,17084,34282,29468,31108,48306,43492,6393,1,69,5607,91,6166,6166,0,14,9314,186380,186380
16583,33781,29768,16583,33781,29768,30607,47805,43792,985,1,47,780,74,1051,1051,0,12,2107,186399,186399
16200,24300,,16200,24300,,16200,24300,,,1,,0,,0,0,0,7,,186423,186423
36434,43484,47842,36434,43484,47842,36434,43484,47842,607,1,82,290,74,390,390,0,13,738,186432,186432
7158,14358,,7968,15168,,7968,15168,,221,1,58,119,59,201,202,1,18,381,186469,186469
39020,51918,50318,39020,51918,50318,39020,51918,50318,1338,1,70,1209,83,1455,1455,0,14,1908,186584,186584
38655,46925,47147,38655,46925,47147,38655,46925,47147,124,1,52,99,68,146,146,0,10,237,186618,186618
6877,10977,,7357,11457,,7357,11457,,1260,1,62,921,77,1203,1203,0,22,2036,186645,186645
46940,58340,60554,46940,58340,60554,46940,58340,60554,622,1,96,591,96,614,614,0,10,651,186867,186867
17782,28734,27929,17782,28734,27929,24175,35127,34322,1066,1,50,868,87,1000,1001,1,17,2129,186876,186876
16800,27960,17700,16800,27960,17700,16800,27960,17700,18,1,36,1,8,12,12,0,14,50,186900,186900
7798,13384,,7798,13384,,10493,16079,,,1,,0,,0,0,0,20,,187046,187046
20600,29652,29652,20600,29652,29652,31005,40057,40057,1402,1,81,1274,93,1363,1363,0,13,1737,187134,187134
8198,10098,,13196,15096,,13196,15096,,1790,1,56,1181,63,1876,1876,0,26,3184,187198,187198
15880,26680,27580,15880,26680,27580,23420,34220,35120,1289,1,46,920,75,1230,1230,0,15,2830,187444,187444
4496,13565,,4496,13565,,9788,18857,,2410,1,42,1461,60,2419,2419,0,27,5781,187532,187532
5850,9240,13040,5850,9240,13040,7050,10440,14240,292,1,45,4,44,9,9,0,14,649,187596,187596
5860,13595,,6172,13907,,9268,17003,,1112,1,50,705,57,1229,1231,2,23,2224,187620,187620
5990,17350,,6062,17422,,7190,18550,,327,1,23,202,56,360,360,0,22,1440,187639,187639
9883,17533,16149,9883,17533,16149,15394,23044,21660,654,1,58,408,58,702,702,0,18,1119,187648,187648
7049,13591,14300,7108,13650,14359,10774,17316,18025,396,1,28,254,56,453,453,0,21,1414,187666,187666
9376,21844,16272,9376,21844,16272,9376,21844,16272,17,1,19,18,69,26,26,0,7,89,187745,187745
8820,19024,16592,8820,19024,16592,11202,21406,18974,349,1,38,200,47,424,424,0,15,915,187897,187897
4448,14648,8598,4904,15104,9054,5096,15296,9246,264,1,31,166,69,241,241,0,19,847,187903,187903
,,14506,,,14506,,,19180,261,1,86,114,38,302,302,0,8,304,187912,187912
6498,16680,,6498,16680,,8898,19080,,292,1,58,207,61,342,342,0,21,500,187958,187958
9870,18762,18762,9870,18762,18762,21229,30121,30121,316,1,72,265,77,346,346,0,13,441,187967,187967
6459,16641,12147,6459,16641,12147,9366,19548,15054,62,1,49,30,60,50,50,0,14,126,187976,187976
11639,21852,20094,11639,21852,20094,25481,35694,33936,3470,1,72,2619,78,3371,3372,1,20,4790,187985,187985
6220,13955,,6580,14315,,9460,17195,,235,1,47,115,50,230,230,0,16,498,187994,187994
5360,13095,,6080,13815,,8000,15735,,194,1,52,90,48,189,189,0,17,371,188003,188003
