Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Enrft,Enrpt,Enrtot,Number of Records,Unitid (Drvef2013),Unitid
30011,47579,,30011,47579,,30011,47579,,155,0,155,1,451413,451413
21510,25850,,21510,25850,,21510,25850,,1296,0,1296,1,451556,451556
21377,30218,,21377,30218,,21377,30218,,3,4,7,1,451592,451592
14508,29652,,14508,29652,,14508,29652,,25,0,25,1,451635,451635
26703,28930,,26703,28930,,26703,28930,,556,10350,10906,1,451662,451662
10687,19937,,10687,19937,,21602,30852,,875,1002,1877,1,451671,451671
21545,25051,,21545,25051,,21545,25051,,899,0,899,1,451699,451699
23563,30379,,23563,30379,,23563,30379,,22,0,22,1,451705,451705
10394,13127,,10394,13127,,10394,13127,,552,79,631,1,451741,451741
19845,23345,,19845,23345,,19845,23345,,449,311,760,1,451750,451750
22302,27450,,22302,27450,,22302,27450,,258,137,395,1,451769,451769
27172,30676,32620,27172,30676,32620,27172,30676,32620,697,306,1003,1,451796,451796
27352,30856,33550,27352,30856,33550,27352,30856,33550,1071,342,1413,1,451820,451820
29251,35893,37135,29251,35893,37135,29251,35893,37135,338,232,570,1,451848,451848
21017,28640,,21017,28640,,21017,28640,,252,0,252,1,451857,451857
21233,28856,,21233,28856,,21233,28856,,318,0,318,1,451866,451866
16038,21546,,16038,21546,,16038,21546,,24,230,254,1,451875,451875
15462,20970,,15462,20970,,15462,20970,,19,356,375,1,451884,451884
19049,29795,,19049,29795,,19049,29795,,487,0,487,1,451909,451909
22431,29926,,22431,29926,,22431,29926,,232,50,282,1,451936,451936
22431,29926,,22431,29926,,22431,29926,,267,105,372,1,451945,451945
22431,29926,,22431,29926,,22431,29926,,154,54,208,1,451954,451954
22431,29926,,22431,29926,,22431,29926,,283,62,345,1,451963,451963
22431,29926,,22431,29926,,22431,29926,,171,76,247,1,451972,451972
22431,29926,,22431,29926,,22431,29926,,130,48,178,1,451981,451981
22431,29926,,22431,29926,,22431,29926,,318,133,451,1,451990,451990
27352,30856,33679,27352,30856,33679,27352,30856,33679,365,130,495,1,452018,452018
26812,30316,32821,26812,30316,32821,26812,30316,32821,513,268,781,1,452027,452027
19372,25931,,19372,25931,,19372,25931,,488,0,488,1,452054,452054
16482,22383,,16482,22383,,16482,22383,,892,0,892,1,452063,452063
21935,25063,,21935,25063,,21935,25063,,85,158,243,1,452090,452090
5090,7090,,5090,7090,,5090,7090,,100,0,100,1,452106,452106
15065,17484,,15065,17484,,15065,17484,,458,198,656,1,452115,452115
24542,32385,,24542,32385,,24542,32385,,346,0,346,1,452124,452124
18839,33402,,18839,33402,,18839,33402,,290,264,554,1,452373,452373
,,,,,,,,,278,227,505,1,452948,452948
18550,25786,,18550,25786,,18550,25786,,161,0,161,1,453109,453109
21147,32064,,21147,32064,,21147,32064,,59,509,568,1,453127,453127
21147,32064,,21147,32064,,21147,32064,,266,3536,3802,1,453163,453163
21147,32064,,21147,32064,,21147,32064,,112,676,788,1,453215,453215
,,,,,,,,,40,0,40,1,453297,453297
18048,25232,,18048,25232,,18048,25232,,105,62,167,1,453455,453455
18048,25232,,18048,25232,,18048,25232,,98,32,130,1,453464,453464
18048,25232,,18048,25232,,18048,25232,,77,60,137,1,453473,453473
17831,25124,,17831,25124,,17831,25124,,56,26,82,1,453482,453482
15025,25150,,15025,25150,,15025,25150,,126,39,165,1,453747,453747
19384,25709,,19384,25709,,19384,25709,,102,0,102,1,453756,453756
34157,43367,48717,34157,43367,48717,34157,43367,48717,493,23,516,1,454184,454184
24920,35232,,24920,35232,,24920,35232,,2489,11231,13720,1,454227,454227
24920,35232,,24920,35232,,24920,35232,,346,321,667,1,454236,454236
24920,36392,,24920,36392,,24920,36392,,307,208,515,1,454245,454245
18821,24449,,18821,24449,,18821,24449,,84,0,84,1,454458,454458
21762,26910,,21762,26910,,21762,26910,,82,42,124,1,454591,454591
27807,32955,,27807,32955,,27807,32955,,153,89,242,1,454616,454616
13853,20316,,13853,20316,,13853,20316,,307,153,460,1,454625,454625
7676,25496,,7676,25496,,7676,25496,,720,65,785,1,454689,454689
14763,16015,,14763,16015,,14763,16015,,329,0,329,1,454698,454698
11492,22886,,11492,22886,,11492,22886,,46,169,215,1,454740,454740
9350,22750,,9350,22750,,9350,22750,,275,358,633,1,454829,454829
20395,31753,,20395,31753,,20395,31753,,696,0,696,1,454856,454856
14299,23119,,14299,23119,,14299,23119,,632,0,632,1,454883,454883
6688,13312,,7688,14312,,10624,17248,,3933,5258,9191,1,455114,455114
,,,,,,,,,1887,0,1887,1,455196,455196
,,,,,,,,,106,9,115,1,455211,455211
13100,24260,,13100,24260,,13100,24260,,347,0,347,1,455257,455257
25329,47149,,25329,47149,,25329,47149,,93,172,265,1,455390,455390
16719,28077,,16719,28077,,16719,28077,,817,0,817,1,455479,455479
23318,31658,,23318,31658,,23318,31658,,290,73,363,1,455488,455488
7129,18289,,7129,18289,,12169,23329,,830,1811,2641,1,455512,455512
21024,32382,,21024,32382,,21024,32382,,98,0,98,1,455549,455549
24192,35550,,24192,35550,,24192,35550,,165,0,165,1,455558,455558
18928,24857,,18928,24857,,18928,24857,,355,0,355,1,455567,455567
22302,27450,,22302,27450,,22302,27450,,127,55,182,1,455585,455585
21257,24763,,21257,24763,,21257,24763,,393,0,393,1,455600,455600
20907,24403,,20907,24403,,20907,24403,,604,0,604,1,455619,455619
23819,31495,,23819,31495,,23819,31495,,711,0,711,1,455628,455628
24084,29691,,24084,29691,,24084,29691,,36,12,48,1,455646,455646
18953,25897,,18953,25897,,18953,25897,,269,177,446,1,455655,455655
12899,17437,,12899,17437,,12899,17437,,42,8,50,1,455673,455673
18837,21345,,18837,21345,,18837,21345,,467,162,629,1,455716,455716
,,,,,,,,,33,0,33,1,455743,455743
28990,39086,38602,28990,39086,38602,28990,39086,38602,66,0,66,1,455770,455770
8950,9550,,8950,9550,,8950,9550,,136,0,136,1,455974,455974
27280,30784,,27280,30784,,27280,30784,,185,59,244,1,456010,456010
19204,23065,,19204,23065,,19204,23065,,316,109,425,1,456056,456056
16032,24771,,16032,24771,,16032,24771,,64,42,106,1,456117,456117
20491,28159,,20491,28159,,20491,28159,,271,0,271,1,456180,456180
18750,25694,,18750,25694,,18750,25694,,285,174,459,1,456205,456205
16349,27339,,16349,27339,,16349,27339,,60,0,60,1,456278,456278
15816,22616,,15816,22616,,15816,22616,,1112,139,1251,1,456296,456296
16405,22306,,16405,22306,,16405,22306,,266,8,274,1,456311,456311
27078,33237,,27078,33237,,27078,33237,,11746,0,11746,1,456348,456348
22431,29926,,22431,29926,,22431,29926,,185,46,231,1,456393,456393
22431,29926,,22431,29926,,22431,29926,,158,48,206,1,456409,456409
22431,29926,,22431,29926,,22431,29926,,202,61,263,1,456418,456418
22431,29926,,22431,29926,,22431,29926,,208,50,258,1,456427,456427
22431,29926,,22431,29926,,22431,29926,,224,115,339,1,456436,456436
22431,29926,,22431,29926,,22431,29926,,321,95,416,1,456445,456445
16362,26248,,16362,26248,,16362,26248,,333,0,333,1,456454,456454
16961,27902,,16961,27902,,16961,27902,,59,61,120,1,456481,456481
18029,27059,,18029,27059,,18029,27059,,32,93,125,1,456490,456490
20907,24403,,20907,24403,,20907,24403,,637,0,637,1,456612,456612
21147,32064,,21147,32064,,21147,32064,,15,195,210,1,456621,456621
21147,32064,,21147,32064,,21147,32064,,22,81,103,1,456630,456630
21147,32064,,21147,32064,,21147,32064,,76,874,950,1,456667,456667
22302,27450,,22302,27450,,22302,27450,,196,95,291,1,456782,456782
20897,24403,,20897,24403,,20897,24403,,845,0,845,1,456791,456791
22302,27450,,22302,27450,,22302,27450,,139,32,171,1,456807,456807
22302,27450,,22302,27450,,22302,27450,,161,60,221,1,456816,456816
22302,27450,,22302,27450,,22302,27450,,158,79,237,1,456834,456834
19983,28666,,19983,28666,,19983,28666,,578,0,578,1,456852,456852
21378,27307,,21378,27307,,21378,27307,,441,0,441,1,456940,456940
16250,25318,25318,16250,25318,25318,16250,25318,25318,467,28,495,1,456959,456959
26218,37218,,26218,37218,,26218,37218,,174,0,174,1,456977,456977
18048,25232,,18048,25232,,18048,25232,,67,32,99,1,457004,457004
15246,26550,,15246,26550,,15246,26550,,137,68,205,1,457022,457022
,,,,,,,,,224,31,255,1,457101,457101
,,,,,,,,,254,79,333,1,457110,457110
24920,35432,,24920,35432,,24920,35432,,339,310,649,1,457129,457129
,,,,,,,,,336,0,336,1,457174,457174
15750,40750,,15750,40750,,15750,40750,,16,42,58,1,457226,457226
,,,,,,,,,41,13,54,1,457244,457244
12565,20839,,12565,20839,,12565,20839,,7,39,46,1,457402,457402
23103,31944,,23103,31944,,23103,31944,,266,2,268,1,457411,457411
13723,23173,22548,13723,23173,22548,13723,23173,22548,87,60,147,1,457484,457484
20750,32730,,20750,32730,,20750,32730,,25,0,25,1,457493,457493
7200,14000,,7200,14000,,7200,14000,,47,31,78,1,457697,457697
19780,28780,,19780,28780,,19780,28780,,176,0,176,1,457767,457767
12150,19750,,12150,19750,,12150,19750,,22,0,22,1,457925,457925
10650,21850,,10650,21850,,10650,21850,,28,26,54,1,458113,458113
,,,,,,,,,287,0,287,1,458131,458131
17503,26866,,17503,26866,,17503,26866,,52,0,52,1,458140,458140
40908,53308,,40908,53308,,40908,53308,,1418,110,1528,1,458210,458210
39063,51463,,39063,51463,,39063,51463,,1041,62,1103,1,458229,458229
15318,22479,,15318,22479,,15318,22479,,576,326,902,1,458256,458256
21024,32382,,21024,32382,,21024,32382,,219,0,219,1,458380,458380
18792,25736,,18792,25736,,18792,25736,,573,161,734,1,458405,458405
21405,27819,,21405,27819,,21405,27819,,168,76,244,1,458432,458432
18220,25164,,18220,25164,,18220,25164,,342,162,504,1,458441,458441
11398,16892,,11398,16892,,11398,16892,,904,214,1118,1,458469,458469
27280,30784,37744,27280,30784,37744,27280,30784,37744,528,135,663,1,458496,458496
19845,23345,,19845,23345,,19845,23345,,334,255,589,1,458502,458502
22212,27819,,22212,27819,,22212,27819,,271,97,368,1,458557,458557
18303,19082,,18303,19082,,18303,19082,,381,169,550,1,458593,458593
17353,24017,,17353,24017,,17353,24017,,288,3,291,1,458654,458654
18961,24862,,18961,24862,,18961,24862,,90,17,107,1,458663,458663
22502,27252,,22502,27252,,22502,27252,,172,0,172,1,458681,458681
22302,27450,,22302,27450,,22302,27450,,197,69,266,1,458733,458733
22302,27450,,22302,27450,,22302,27450,,148,55,203,1,458742,458742
22302,27450,,22302,27450,,22302,27450,,171,72,243,1,458751,458751
22302,27450,,22302,27450,,22302,27450,,162,54,216,1,458760,458760
22302,27450,,22302,27450,,22302,27450,,137,57,194,1,458779,458779
21147,32064,,21147,32064,,21147,32064,,22,185,207,1,458885,458885
21147,32064,,21147,32064,,21147,32064,,623,4448,5071,1,458919,458919
21147,32064,,21147,32064,,21147,32064,,24,158,182,1,458937,458937
21147,32064,,21147,32064,,21147,32064,,26,251,277,1,458955,458955
21147,32064,,21147,32064,,21147,32064,,269,1782,2051,1,458964,458964
21147,32064,,21147,32064,,21147,32064,,191,1131,1322,1,458973,458973
27352,30856,33190,27352,30856,33190,27352,30856,33190,683,432,1115,1,458982,458982
22302,27450,,22302,27450,,22302,27450,,194,51,245,1,458991,458991
21762,26910,,21762,26910,,21762,26910,,115,36,151,1,459091,459091
19845,23345,,19845,23345,,19845,23345,,311,330,641,1,459107,459107
24033,31530,,24033,31530,,24033,31530,,904,0,904,1,459204,459204
26043,29544,,26043,29544,,26043,29544,,270,429,699,1,459259,459259
26043,29544,,26043,29544,,26043,29544,,376,414,790,1,459268,459268
10444,16672,,10444,16672,,10444,16672,,35,0,35,1,459310,459310
20115,24290,,20115,24290,,20115,24290,,66,0,66,1,459417,459417
,,15100,,,15100,,,15100,27,0,27,1,459435,459435
17391,23292,,17391,23292,,17391,23292,,23,22,45,1,459444,459444
22431,29926,,22431,29926,,22431,29926,,243,114,357,1,459587,459587
22431,29926,,22431,29926,,22431,29926,,252,116,368,1,459596,459596
22431,29926,,22431,29926,,22431,29926,,177,73,250,1,459602,459602
22431,29926,,22431,29926,,22431,29926,,201,48,249,1,459611,459611
22431,29926,,22431,29926,,22431,29926,,23,14,37,1,459620,459620
22431,29926,,22431,29926,,22431,29926,,407,72,479,1,459639,459639
22431,29926,,22431,29926,,22431,29926,,112,27,139,1,459648,459648
22431,29926,,22431,29926,,22431,29926,,154,33,187,1,459657,459657
22431,29926,,22431,29926,,22431,29926,,221,44,265,1,459666,459666
22431,29926,,22431,29926,,22431,29926,,198,49,247,1,459675,459675
22431,29926,,22431,29926,,22431,29926,,117,31,148,1,459684,459684
22431,29926,,22431,29926,,22431,29926,,245,74,319,1,459693,459693
22431,29926,,22431,29926,,22431,29926,,309,129,438,1,459709,459709
22431,29926,,22431,29926,,22431,29926,,438,131,569,1,459718,459718
19968,37622,,19968,37622,,19968,37622,,267,96,363,1,459727,459727
17831,25124,,17831,25124,,17831,25124,,43,23,66,1,459833,459833
14428,25163,,14428,25163,,14428,25163,,234,201,435,1,459842,459842
20069,25163,,20069,25163,,20069,25163,,261,82,343,1,459851,459851
19454,30774,,19454,30774,,19454,30774,,920,171,1091,1,459930,459930
21147,32064,,21147,32064,,21147,32064,,253,2543,2796,1,459994,459994
18217,18685,,18217,18685,,18217,18685,,543,0,543,1,460020,460020
21437,24943,,21437,24943,,21437,24943,,780,0,780,1,460039,460039
19971,23467,,19971,23467,,19971,23467,,634,0,634,1,460048,460048
21410,25820,,21410,25820,,21410,25820,,405,0,405,1,460075,460075
,,,,,,,,,703,0,703,1,460181,460181
,,,,,,,,,521,0,521,1,460190,460190
,,,,,,,,,681,0,681,1,460206,460206
15711,23235,,15711,23235,,15711,23235,,414,62,476,1,460215,460215
20232,27846,,20232,27846,,20232,27846,,471,64,535,1,460358,460358
29131,34854,,29131,34854,,29131,34854,,44,11,55,1,460385,460385
7644,20156,,7644,20156,,13344,25856,,1976,6444,8420,1,460394,460394
7644,20156,,7644,20156,,13344,25856,,2270,7378,9648,1,460464,460464
21024,32382,,21024,32382,,21024,32382,,222,0,222,1,460482,460482
21267,24763,,21267,24763,,21267,24763,,785,0,785,1,460613,460613
13764,24519,,13764,24519,,13764,24519,,36,30,66,1,460640,460640
,,,,,,,,,96,0,96,1,460659,460659
18713,34313,,18713,34313,,18713,34313,,356,0,356,1,460668,460668
9764,11544,,9764,11544,,9764,11544,,493,120,613,1,460677,460677
12093,20077,,12093,20077,,12093,20077,,484,3192,3676,1,460738,460738
33600,43600,,33600,43600,,33600,43600,,386,0,386,1,460747,460747
18111,35918,,18111,35918,,18111,35918,,426,0,426,1,460756,460756
18460,22321,,18460,22321,,18460,22321,,416,184,600,1,460774,460774
16653,24276,,16653,24276,,16653,24276,,235,0,235,1,460783,460783
18285,25229,,18285,25229,,18285,25229,,316,159,475,1,460817,460817
18330,25274,,18330,25274,,18330,25274,,283,202,485,1,460826,460826
18177,25121,,18177,25121,,18177,25121,,495,257,752,1,460835,460835
15451,19114,,15451,19114,,15451,19114,,330,121,451,1,460844,460844
14461,21985,,14461,21985,,14461,21985,,315,180,495,1,460853,460853
24920,37088,,24920,37088,,24920,37088,,229,135,364,1,460871,460871
23468,30108,,23468,30108,,23468,30108,,170,0,170,1,460899,460899
5217,7725,,5217,7725,,5217,7725,,408,98,506,1,460923,460923
17043,23631,,17043,23631,,17043,23631,,612,5,617,1,461014,461014
9219,18883,,9219,18883,,9219,18883,,1063,26,1089,1,461023,461023
5825,17365,,5825,17365,,5825,17365,,45,68,113,1,461032,461032
40260,48520,,40260,48520,,40260,48520,,50,0,50,1,461157,461157
16010,25010,,16010,25010,,16010,25010,,248,3,251,1,461236,461236
13840,21490,,13840,21490,,13840,21490,,9,150,159,1,461281,461281
7475,12595,,7475,12595,,7475,12595,,64,42,106,1,461315,461315
13274,21730,,13274,21730,,13274,21730,,33,43,76,1,461485,461485
5871,17265,,5871,17265,,5871,17265,,38,72,110,1,461528,461528
6428,15398,,6428,15398,,6428,15398,,28,96,124,1,461759,461759
17495,30005,,17495,30005,,17495,30005,,41,0,41,1,461777,461777
14700,22200,20800,14700,22200,20800,14700,22200,20800,338,40,378,1,461795,461795
19200,30360,,19200,30360,,19200,30360,,33,0,33,1,461847,461847
16832,28048,,16832,28048,,16832,28048,,60,52,112,1,461883,461883
18927,24555,,18927,24555,,18927,24555,,84,1,85,1,461953,461953
16349,27339,,16349,27339,,16349,27339,,79,0,79,1,462266,462266
34869,42324,42324,34869,42324,42324,34869,42324,42324,170,93,263,1,462354,462354
22431,29926,,22431,29926,,22431,29926,,111,57,168,1,462363,462363
22431,29926,,22431,29926,,22431,29926,,264,49,313,1,462372,462372
17070,23300,,17070,23300,,17070,23300,,66,0,66,1,462390,462390
21978,28678,,21978,28678,,21978,28678,,1097,0,1097,1,465812,465812
15462,20970,,15462,20970,,15462,20970,,5,246,251,1,466152,466152
15678,21186,,15678,21186,,15678,21186,,8,131,139,1,466161,466161
15462,20970,,15462,20970,,15462,20970,,7,353,360,1,466170,466170
15678,21186,,15678,21186,,15678,21186,,63,199,262,1,466189,466189
22302,27450,,22302,27450,,22302,27450,,189,80,269,1,466514,466514
24920,35232,,24920,35232,,24920,35232,,278,210,488,1,466921,466921
24920,35432,,24920,35432,,24920,35432,,165,93,258,1,466930,466930
22431,29926,,22431,29926,,22431,29926,,132,37,169,1,467058,467058
,,,,,,,,,240,61,301,1,467368,467368
21762,26910,,21762,26910,,21762,26910,,107,35,142,1,467793,467793
27352,30856,,27352,30856,,27352,30856,,284,62,346,1,468015,468015
26043,29550,,26043,29550,,26043,29550,,132,371,503,1,468024,468024
21405,27819,,21405,27819,,21405,27819,,161,42,203,1,468398,468398
11398,16892,,11398,16892,,11398,16892,,711,209,920,1,468723,468723
10845,11945,,10845,11945,,10845,11945,,219,0,219,1,468963,468963
11160,15892,,11160,15892,,11160,15892,,2,0,2,1,469391,469391
11160,15892,,11160,15892,,11160,15892,,270,0,270,1,469407,469407
11160,15892,,11160,15892,,11160,15892,,274,0,274,1,469416,469416
24652,28156,,24652,28156,,24652,28156,,355,180,535,1,470092,470092
20933,24439,,20933,24439,,20933,24439,,954,0,954,1,470162,470162
22431,29926,,22431,29926,,22431,29926,,47,19,66,1,470852,470852
22431,29926,,22431,29926,,22431,29926,,214,48,262,1,470861,470861
22431,29926,,22431,29926,,22431,29926,,132,27,159,1,470870,470870
22431,29926,,22431,29926,,22431,29926,,280,97,377,1,470889,470889
22431,29926,,22431,29926,,22431,29926,,198,33,231,1,470898,470898
22431,29926,,22431,29926,,22431,29926,,179,37,216,1,470904,470904
17070,23300,,17070,23300,,17070,23300,,98,0,98,1,474702,474702
13296,20604,,13296,20604,,13296,20604,,210,516,726,1,474863,474863
24646,30152,,24646,30152,,24646,30152,,103,44,147,1,474881,474881
23563,30379,,23563,30379,,23563,30379,,200,0,200,1,474890,474890
23124,29716,,23124,29716,,23124,29716,,73,0,73,1,474906,474906
17070,23300,,17070,23300,,17070,23300,,570,0,570,1,474951,474951
17070,23300,,17070,23300,,17070,23300,,91,0,91,1,474960,474960
17070,23300,,17070,23300,,17070,23300,,136,0,136,1,474979,474979
24726,36084,,24726,36084,,24726,36084,,350,0,350,1,474997,474997
20907,24403,,20907,24403,,20907,24403,,355,0,355,1,475042,475042
18562,24463,,18562,24463,,18562,24463,,17,0,17,1,475051,475051
17280,24224,,17280,24224,,17280,24224,,184,166,350,1,475060,475060
18555,25499,,18555,25499,,18555,25499,,143,94,237,1,475079,475079
24340,26191,,24340,26191,,24340,26191,,11140,3,11143,1,475121,475121
20709,29392,,20709,29392,,20709,29392,,393,0,393,1,475176,475176
3074,9324,6874,3074,9324,6874,3074,9324,6874,97,11,108,1,475185,475185
17790,24734,,17790,24734,,17790,24734,,196,101,297,1,475194,475194
19522,27138,,19522,27138,,19522,27138,,37,107,144,1,475291,475291
19114,22975,,19114,22975,,19114,22975,,453,167,620,1,475352,475352
14045,15266,,14045,15266,,14045,15266,,566,175,741,1,475370,475370
13025,21395,,13025,21395,,13025,21395,,21,98,119,1,475422,475422
,,,,,,,,,9,0,9,1,475440,475440
21707,33101,,21707,33101,,21707,33101,,68,58,126,1,475477,475477
12385,22110,,12385,22110,,12385,22110,,54,3,57,1,475529,475529
9734,24400,,9734,24400,,12254,26920,,480,13,493,1,475565,475565
18817,24445,,18817,24445,,18817,24445,,111,0,111,1,475583,475583
19264,23125,,19264,23125,,19264,23125,,90,31,121,1,475592,475592
11426,24278,,11426,24278,,11426,24278,,173,150,323,1,475608,475608
19014,22551,,19014,22551,,19014,22551,,393,209,602,1,475617,475617
25638,38589,,25638,38589,,25638,38589,,14,7,21,1,475635,475635
9450,10850,,9450,10850,,9450,10850,,24,0,24,1,475644,475644
19845,23345,,19845,23345,,19845,23345,,129,184,313,1,475699,475699
,,,,,,,,,12,0,12,1,475705,475705
24920,35432,,24920,35432,,24920,35432,,405,208,613,1,475732,475732
