Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Unitid
9886,17389,,9886,17389,,17418,24921,,1,130606
,,,,,,,,,1,130624
,,62849,,,62849,,,62849,1,130697
13117,23726,23426,13117,23726,23426,24622,35231,34931,1,130776
,,61620,,,61620,,,61620,1,130794
7700,10900,,7700,10900,,12230,15430,,1,130891
7700,10900,,7700,10900,,12230,15430,,1,130907
7700,10900,,7700,10900,,12230,15430,,1,130916
14200,25808,21581,14200,25808,21581,22556,34164,29937,1,130934
14412,25612,25612,14412,25612,25612,32232,43432,43432,1,130943
28721,35536,34074,28721,35536,34074,28721,35536,34074,1,130989
27990,38430,38230,27990,38430,38230,27990,38430,38230,1,131098
13550,19550,,13550,19550,,13550,19550,,1,131113
43328,56808,56808,43328,56808,56808,43328,56808,56808,1,131159
42516,56842,56842,42516,56842,56842,42516,56842,56842,1,131283
37930,47730,51080,37930,47730,51080,37930,47730,51080,1,131308
9876,25251,,9876,25251,,13516,28891,,1,131399
19932,31988,31988,19932,31988,31988,19932,31988,31988,1,131450
50068,61446,61446,50068,61446,61446,50068,61446,61446,1,131469
,,62179,,,62179,,,62179,1,131496
,,41643,,,41643,,,41643,1,131520
21147,32064,,21147,32064,,21147,32064,,1,131803
13648,29242,,13648,29242,,13648,29242,,1,131830
25330,36770,34470,25330,36770,34470,25330,36770,34470,1,131876
27388,30892,33181,27388,30892,33181,27388,30892,33181,1,132338
12600,21218,16738,12600,21218,16738,12600,21218,16738,1,132408
36000,49700,45100,36000,49700,45100,36000,49700,45100,1,132471
19710,29110,27058,19710,29110,27058,19710,29110,27058,1,132602
41165,49215,49535,41165,49215,49535,41165,49215,49535,1,132657
8574,14334,,8574,14334,,15817,21577,,1,132693
8413,21913,,8413,21913,,14583,28083,,1,132709
26649,37602,,26649,37602,,26649,37602,,1,132806
23715,45204,,23715,45204,,23715,45204,,1,132842
9297,15093,,9297,15093,,16901,22697,,1,132851
15752,22655,20706,15752,22655,20706,15752,22655,20706,1,132879
11539,20839,20839,11539,20839,20839,27638,36938,36938,1,132903
9007,19377,,9007,19377,,17354,27724,,1,132976
8268,13656,11415,8268,13656,11415,14098,19486,17245,1,133021
24225,34225,30125,24225,34225,30125,24225,34225,30125,1,133085
6845,13621,,6845,13621,,15915,22691,,1,133386
26043,29550,,26043,29550,,26043,29550,,1,133465
41142,51892,51796,41142,51892,51796,41142,51892,51796,1,133492
10829,18455,18455,10829,18455,18455,20527,28153,28153,1,133508
16677,25441,23833,16677,25441,23833,16677,25441,23833,1,133526
37084,46634,46614,37084,46634,46614,37084,46634,46614,1,133553
11053,19861,19545,11053,19861,19545,22993,31801,31485,1,133650
11304,21648,21583,11304,21648,21583,23748,34092,34027,1,133669
8340,16600,,8340,16600,,15454,23714,,1,133702
20780,29560,29560,20780,29560,29560,20780,29560,29560,1,133711
17990,28990,26750,17990,28990,26750,17990,28990,26750,1,133809
,,,,,,,,,1,133845
,,,,,,,,,1,133854
,,,,,,,,,1,133863
18780,30050,24584,18780,30050,24584,18780,30050,24584,1,133872
41820,52690,52690,41820,52690,52690,41820,52690,52690,1,133881
15100,24748,22968,15100,24748,22968,27499,37147,35367,1,133951
12707,24617,19945,12707,24617,19945,20157,32067,27395,1,133960
21276,31276,26588,21276,31276,26588,21276,31276,26588,1,133979
32934,52779,,32934,52779,,32934,52779,,1,133997
31190,40700,40700,31190,40700,40700,31190,40700,40700,1,134079
11631,21257,21543,11631,21257,21543,26797,36423,36709,1,134097
12657,18726,,12657,18726,,12657,18726,,1,134121
9583,19103,19103,9583,19103,19103,31861,41381,41381,1,134130
21308,28841,,21308,28841,,21308,28841,,1,134149
24664,42616,,24664,42616,,24664,42616,,1,134237
5985,13565,,5985,13565,,13292,20872,,1,134343
15306,25373,,15306,25373,,15306,25373,,1,134422
7830,16230,16230,7830,16230,16230,14435,22835,22835,1,134495
6700,14140,14140,6700,14140,14140,6700,14140,14140,1,134510
4784,10484,,4784,10484,,12221,17921,,1,134608
19152,25896,,19152,25896,,19152,25896,,1,134680
27388,30892,34486,27388,30892,34486,27388,30892,34486,1,134811
22431,29926,,22431,29926,,22431,29926,,1,134909
34306,46293,44670,34306,46293,44670,34306,46293,44670,1,134945
10775,16105,,10775,16105,,10775,16105,,1,135063
21004,31100,,21004,31100,,21004,31100,,1,135081
6368,13569,,6368,13569,,15015,22216,,1,135160
7324,15558,,7324,15558,,17428,25662,,1,135188
11393,21042,,11393,21042,,11393,21042,,1,135364
12768,22876,,12768,22876,,21291,31399,,1,135391
4951,13951,,4951,13951,,13505,22505,,1,135522
15351,35643,,15351,35643,,23880,44172,,1,135717
49642,61202,60906,49642,61202,60906,49642,61202,60906,1,135726
20873,28496,,20873,28496,,20873,28496,,1,135939
21252,28785,,21252,28785,,21252,28785,,1,135957
18012,29113,,18012,29113,,18012,29113,,1,136066
27123,34539,,27123,34539,,27123,34539,,1,136075
7354,12754,,7324,12724,,15700,21100,,1,136145
11913,20877,20575,11913,20877,20575,26316,35280,34978,1,136172
26816,35818,36028,26816,35818,36028,26816,35818,36028,1,136206
35880,52512,43580,35880,52512,43580,35880,52512,43580,1,136215
8880,17820,,8880,17820,,17189,26129,,1,136233
20435,28031,,20435,28031,,20435,28031,,1,136288
31392,39302,39302,31392,39302,39302,31392,39302,39302,1,136330
6378,15878,,6378,15878,,12612,22112,,1,136358
8267,13801,,8267,13801,,16964,22498,,1,136400
8516,16166,,8516,16166,,16687,24337,,1,136473
12221,17401,,12221,17401,,21127,26307,,1,136516
12280,21780,,12280,21780,,16780,26280,,1,136765
42785,56978,55557,42785,56978,55557,42785,56978,55557,1,136774
44747,54313,59438,44747,54313,59438,44747,54313,59438,1,136950
23520,34215,33200,23520,34215,33200,23520,34215,33200,1,137032
9531,20376,,9531,20376,,17776,28621,,1,137078
7708,14684,,7708,14684,,14333,21309,,1,137096
21935,25063,,21935,25063,,21935,25063,,1,137148
7735,14199,,7735,14199,,16060,22524,,1,137209
,,37300,,,37300,,,37300,1,137272
8263,16304,,8263,16304,,15933,23974,,1,137281
8044,13865,,8044,13865,,16738,22559,,1,137315
11510,20760,20760,11510,20760,20760,22424,31674,31674,1,137351
34376,44704,41649,34376,44704,41649,34376,44704,41649,1,137476
20656,32014,,20656,32014,,20656,32014,,1,137537
42530,53712,53712,42530,53712,53712,42530,53712,53712,1,137546
22386,32046,32234,22386,32046,32234,22386,32046,32234,1,137564
4824,10624,,4824,10624,,10851,16651,,1,137759
19400,30400,23900,19400,30400,23900,19400,30400,23900,1,137777
20885,28436,,20885,28436,,20885,28436,,1,137801
20543,28139,,20543,28139,,20543,28139,,1,137810
30302,36402,39375,30302,36402,39375,30302,36402,39375,1,137847
13340,23368,18860,13340,23368,18860,13340,23368,18860,1,137953
17588,24688,25412,17588,24688,25412,17588,24688,25412,1,137962
7011,16185,,7011,16185,,13638,22812,,1,138187
23730,31722,29879,23730,31722,29879,23730,31722,29879,1,138275
27338,37410,37173,27338,37410,37173,27338,37410,37173,1,138293
16767,24390,,16767,24390,,16767,24390,,1,138309
9857,19737,19737,9857,19737,19737,22738,32618,32618,1,138354
7578,13188,17503,7578,13188,17503,15246,20856,25171,1,138558
36788,39288,47323,36788,39288,47323,36788,39288,47323,1,138600
12530,18490,,12530,18490,,12530,18490,,1,138655
11750,17710,,11750,17710,,11750,17710,,1,138664
5238,9302,,5238,9302,,7278,11342,,1,138682
5605,12695,14956,5605,12695,14956,11385,18475,20736,1,138691
11426,21688,19590,11426,21688,19590,23628,33890,31792,1,138716
,,27086,,,27086,,,27086,1,138761
15321,22201,21373,15321,22201,21373,25083,31963,31135,1,138789
27280,30784,35296,27280,30784,35296,27280,30784,35296,1,138813
5244,10644,,5244,10644,,7284,12684,,1,138840
21200,29080,27400,21200,29080,27400,21200,29080,27400,1,138868
8880,19633,,8880,19633,,14662,25415,,1,138901
,,35471,,,35471,,,35471,1,138947
8098,18682,,8098,18682,,10138,20722,,1,138956
5615,10879,,5615,10879,,11396,16660,,1,139010
17468,24140,,17468,24140,,17468,24140,,1,139074
33564,42010,43834,33564,42010,43834,33564,42010,43834,1,139144
10240,17740,17340,10240,17740,17340,10240,17740,17340,1,139153
28400,36770,38528,28400,36770,38528,28400,36770,38528,1,139199
17860,24786,24786,17860,24786,24786,17860,24786,24786,1,139205
18900,30991,,18900,30991,,18900,30991,,1,139214
9888,18932,18688,9888,18932,18688,17746,26790,26546,1,139250
6233,12805,,6233,12805,,8273,14845,,1,139278
12374,15702,15702,12374,15702,15702,12374,15702,15702,1,139287
9253,20703,18830,9253,20703,18830,19015,30465,28592,1,139311
6129,17129,,6129,17129,,7404,18404,,1,139357
11111,19506,19620,11111,19506,19620,21153,29548,29662,1,139366
8858,13938,,8858,13938,,10898,15978,,1,139384
31000,36160,40330,31000,36160,40330,31000,36160,40330,1,139393
9068,15858,13970,9068,15858,13970,16926,23716,21828,1,139463
26043,29550,31897,26043,29550,31897,26043,29550,31897,1,139579
9150,16698,15792,9150,16698,15792,16376,23924,23018,1,139621
19900,28300,26400,19900,28300,26400,19900,28300,26400,1,139630
51648,59908,59908,51648,59908,59908,51648,59908,59908,1,139658
8220,15920,,8220,15920,,13860,21560,,1,139700
8438,16438,20725,8438,16438,20725,20640,28640,32927,1,139719
13570,25688,23384,13570,25688,23384,32874,44992,42688,1,139755
14429,19063,19063,14429,19063,19063,24191,28825,28825,1,139764
14416,25350,23752,14416,25350,23752,32316,43250,41652,1,139861
10854,20424,16959,10854,20424,16959,10854,20424,16959,1,139904
13147,22495,22269,13147,22495,22269,23213,32561,32335,1,139931
13978,23488,24448,13978,23488,24448,28546,38056,39016,1,139940
13742,22064,22064,13742,22064,22064,31952,40274,40274,1,139959
10758,15118,17475,10758,15118,17475,17045,21405,23762,1,139968
11013,19013,,11013,19013,,14838,22838,,1,139986
14500,22000,,14500,22000,,14500,22000,,1,139995
15048,26037,,15048,26037,,15048,26037,,1,140003
8259,16499,,8259,16499,,10299,18539,,1,140012
13192,24659,24659,13192,24659,24659,23272,34739,34739,1,140164
29608,43286,40288,29608,43286,40288,29608,43286,40288,1,140234
10120,14220,,10120,14220,,12670,16770,,1,140243
14697,28077,28077,14697,28077,28077,14697,28077,28077,1,140252
5062,10842,,5062,10842,,7102,12882,,1,140331
20330,27980,,20330,27980,,20330,27980,,1,140340
37131,48212,48212,37131,48212,48212,37131,48212,48212,1,140447
,,47345,,,47345,,,47345,1,140553
5516,10495,,5516,10495,,7556,12535,,1,140599
5891,10562,10770,5891,10562,10770,7931,12602,12810,1,140678
36380,47680,46430,36380,47680,46430,36380,47680,46430,1,140696
16486,23850,23850,16486,23850,23850,16486,23850,23850,1,140720
24620,32420,34090,24620,32420,34090,24620,32420,34090,1,140818
28769,42569,,28769,42569,,28769,42569,,1,140827
25730,33730,32794,25730,33730,32794,25730,33730,32794,1,140872
5984,12590,,5984,12590,,8024,14630,,1,140942
37905,51279,51279,37905,51279,51279,37905,51279,51279,1,140951
9220,17220,16174,9220,17220,16174,18981,26981,25935,1,140960
24605,37821,33230,24605,37821,33230,24605,37821,33230,1,140988
4928,11928,8828,4928,11928,8828,6968,13968,10868,1,141006
22700,30474,,22700,30474,,22700,30474,,1,141015
30934,42879,42879,30934,42879,42879,30934,42879,42879,1,141060
11532,23202,18862,11532,23202,18862,22560,34230,29890,1,141097
5559,11124,,5559,11124,,7599,13164,,1,141158
22260,36760,24860,22260,36760,24860,22260,36760,24860,1,141167
25248,31248,31792,25248,31248,31792,25248,31248,31792,1,141185
21710,28410,28410,21710,28410,28410,21710,28410,28410,1,141237
5875,12864,,5875,12864,,7915,14904,,1,141255
13065,22176,20746,13065,22176,20746,23990,33101,31671,1,141264
23725,33685,32375,23725,33685,32375,23725,33685,32375,1,141325
13645,20732,21299,13645,20732,21299,23711,30798,31365,1,141334
30155,36455,36505,30155,36455,36505,30155,36455,36505,1,141361
19414,30584,,19414,30584,,19414,30584,,1,141468
23879,36024,35309,23879,36024,35309,23879,36024,35309,1,141486
9846,21692,17326,9846,21692,17326,21606,33452,29086,1,141565
12544,26111,22996,12544,26111,22996,30112,43679,40564,1,141574
23360,35910,36590,23360,35910,36590,23360,35910,36590,1,141644
5244,17090,,5244,17090,,9996,21842,,1,141680
5274,17120,,5274,17120,,10026,21872,,1,141796
6324,18170,,6324,18170,,11076,22922,,1,141802
5269,17115,,5269,17115,,10021,21867,,1,141811
6342,18188,,6342,18188,,11094,22940,,1,141839
,,,,,,,,,1,141848
9276,21122,,9276,21122,,20796,32642,,1,141981
5254,17100,,5254,17100,,10006,21852,,1,141990
,,,,,,,,,1,142054
15830,27060,23610,15830,27060,23610,15830,27060,23610,1,142090
12230,20346,20944,12230,20346,20944,24830,32946,33544,1,142115
7217,17741,,7217,17741,,12867,23391,,1,142179
12788,21068,21068,12788,21068,21068,25120,33400,33400,1,142276
11712,19598,19598,11712,19598,19598,24788,32674,32674,1,142285
26955,32455,35456,26955,32455,35456,26955,32455,35456,1,142294
11326,17836,17426,11326,17836,17426,21636,28146,27736,1,142328
22431,29926,,22431,29926,,22431,29926,,1,142337
6942,14502,14142,7950,15510,15150,11622,19182,18822,1,142443
30650,39300,36550,30650,39300,36550,30650,39300,36550,1,142461
6468,11398,11398,6468,11398,11398,6468,11398,11398,1,142522
8078,13100,12378,9078,14100,13378,12158,17180,16458,1,142559
33020,39374,,33020,39374,,33020,39374,,1,142887
44305,53545,58495,44305,53545,58495,44305,53545,58495,1,143048
38035,43035,47137,38035,43035,47137,38035,43035,47137,1,143084
30118,30118,33228,30118,30118,33228,30118,30118,33228,1,143118
9314,17830,,14914,23430,,18806,27322,,1,143215
8760,15276,,12030,18546,,12030,18546,,1,143279
20056,21556,26616,20056,21556,26616,20056,21556,26616,1,143288
36440,42040,42090,36440,42040,42090,36440,42040,42090,1,143358
7338,11118,,9018,12798,,9970,13750,,1,143613
14732,23202,23202,14732,23202,23202,21124,29594,29594,1,144005
,,64988,,,64988,,,64988,1,144050
7840,19204,,10731,22095,,12268,23632,,1,144157
7840,19204,,10731,22095,,12268,23632,,1,144166
7840,19204,,10731,22095,,12268,23632,,1,144175
7840,19204,,10731,22095,,12268,23632,,1,144184
7840,19204,,10731,22095,,12268,23632,,1,144193
7840,19204,,10731,22095,,12268,23632,,1,144209
7840,19204,,10731,22095,,12268,23632,,1,144218
28302,40677,40677,28302,40677,40677,28302,40677,40677,1,144281
30498,36348,38862,30498,36348,38862,30498,36348,38862,1,144351
16346,22247,,16346,22247,,16346,22247,,1,144467
7328,10928,,9788,13388,,9788,13388,,1,144564
39064,49367,49367,39064,49367,49367,39064,49367,49367,1,144740
10008,18265,,15992,24249,,18232,26489,,1,144865
26281,45522,31236,26281,45522,31236,26281,45522,31236,1,144883
16152,24776,25138,16152,24776,25138,33132,41756,42118,1,144892
7276,13276,,13180,19180,,16204,22204,,1,144944
39000,45000,46000,39000,45000,46000,39000,45000,46000,1,144962
25160,33060,30900,25160,33060,30900,25160,33060,30900,1,144971
24580,28580,,24580,28580,,24580,28580,,1,145239
19879,30245,25054,19879,30245,25054,19879,30245,25054,1,145354
28656,35986,34641,28656,35986,34641,28656,35986,34641,1,145372
25945,32689,,25945,32689,,25945,32689,,1,145460
24930,34696,35430,24930,34696,35430,24930,34696,35430,1,145497
8492,13810,,9812,15130,,10364,15682,,1,145521
19938,29320,29320,19938,29320,29320,32328,41710,41710,1,145600
31066,40626,37636,31066,40626,37636,31066,40626,37636,1,145619
,,29086,,,29086,,,43468,1,145637
40816,50352,50352,40816,50352,50352,40816,50352,50352,1,145646
8850,16350,,13050,20550,,13950,21450,,1,145682
28900,35150,39040,28900,35150,39040,28900,35150,39040,1,145691
5074,10861,,10993,16780,,12931,18718,,1,145707
44677,55677,54677,44677,55677,54677,44677,55677,54677,1,145725
21935,25063,,21935,25063,,21935,25063,,1,145770
15407,24745,26259,15407,24745,26259,22847,32185,33699,1,145813
8692,15892,,14444,21644,,15217,22417,,1,145831
17952,24696,,17952,24696,,17952,24696,,1,146010
6381,12957,,11361,17937,,12921,19497,,1,146205
8846,15576,,12146,18876,,12146,18876,,1,146278
6298,15866,,11382,20950,,11980,21548,,1,146296
32530,39030,40020,32530,39030,40020,32530,39030,40020,1,146339
10500,14900,,13180,17580,,21100,25500,,1,146348
6912,16220,,9696,19004,,16448,25756,,1,146366
33696,45396,45396,33696,45396,45396,33696,45396,45396,1,146393
8320,16350,,14200,22230,,17230,25260,,1,146418
40852,49252,49252,40852,49252,49252,40852,49252,49252,1,146427
8008,13104,,12124,17220,,14462,19558,,1,146472
48134,52000,52000,48134,52000,52000,48134,52000,52000,1,146481
7214,11214,,10932,14932,,16646,20646,,1,146506
9910,14014,,15566,19670,,18394,22498,,1,146603
30280,36780,39335,30280,36780,39335,30280,36780,39335,1,146612
30175,40675,,30175,40675,,30175,40675,,1,146621
19000,27535,26434,19000,27535,26434,19000,27535,26434,1,146667
23014,29092,30014,23014,29092,30014,23014,29092,30014,1,146676
7011,14976,,9387,17352,,11763,19728,,1,146685
38373,50181,51273,38373,50181,51273,38373,50181,51273,1,146719
31485,43831,,31485,43831,,31485,43831,,1,146755
17502,27542,,17502,27542,,17502,27542,,1,146816
26000,32400,32550,26000,32400,32550,26000,32400,32550,1,146825
8838,15982,,15088,22232,,17184,24328,,1,147004
30250,37800,38290,30250,37800,38290,30250,37800,38290,1,147013
23530,32030,32330,23530,32030,32330,23530,32030,32330,1,147129
23631,31026,,23631,31026,,23631,31026,,1,147165
31744,40464,40694,31744,40464,40694,31744,40464,40694,1,147244
34450,40850,42050,34450,40850,42050,34450,40850,42050,1,147341
17896,27816,26776,17896,27816,26776,17896,27816,26776,1,147369
8998,17066,,13618,21686,,14938,23006,,1,147378
17540,20540,25820,17540,20540,25820,17540,20540,25820,1,147396
7780,18992,,11876,23088,,13924,25136,,1,147411
23205,38505,,23205,38505,,23205,38505,,1,147536
36465,48639,44769,36465,48639,44769,36465,48639,44769,1,147660
26450,34430,35050,26450,34430,35050,26450,34430,35050,1,147679
16938,28342,28342,16938,28342,28342,26034,37438,37438,1,147703
25499,33677,,25499,33677,,25499,33677,,1,147749
50315,63193,63193,50315,63193,63193,50315,63193,63193,1,147767
22213,24976,,22213,24976,,29101,31864,,1,147776
8187,15498,,13578,20889,,15878,23189,,1,147800
34190,42086,41490,34190,42086,41490,34190,42086,41490,1,147828
8025,13025,,13305,18305,,17805,22805,,1,147916
11180,18696,,15188,22704,,16508,24024,,1,148007
27980,33480,38480,27980,33480,38480,27980,33480,38480,1,148016
30234,39194,39114,30234,39194,39114,30234,39194,39114,1,148131
20177,26106,,20177,26106,,20177,26106,,1,148140
27172,30676,36817,27172,30676,36817,27172,30676,36817,1,148177
8292,15904,,9908,17520,,9956,17568,,1,148256
6534,15184,,10314,18964,,15384,24034,,1,148292
26469,34317,39114,26469,34317,39114,26469,34317,39114,1,148335
8414,13914,,13454,18954,,20024,25524,,1,148380
16266,27431,,16266,27431,,16266,27431,,1,148399
31810,39560,38853,31810,39560,38853,31810,39560,38853,1,148405
33200,44000,44632,33200,44000,44632,33200,44000,44632,1,148487
32885,48485,39918,32885,48485,39918,32885,48485,39918,1,148496
32890,40090,40290,32890,40090,40290,32890,40090,40290,1,148584
32538,40250,41772,32538,40250,41772,32538,40250,41772,1,148627
13678,,22378,13678,,22378,20998,,29698,1,148654
8321,15071,,14177,20927,,15009,21759,,1,148672
12044,20257,,13574,21787,,13964,22177,,1,148821
35277,45777,,35277,45777,,35277,45777,,1,148849
10020,18520,,10020,18520,,10020,18520,,1,148876
7870,15378,,9490,16998,,9700,17208,,1,148937
,,,,,,,,,1,148955
9800,18550,,14090,22840,,15170,23920,,1,148991
15882,25409,25409,15882,25409,25409,28505,38032,38032,1,149222
14538,23069,23069,14538,23069,23069,25482,34013,34013,1,149231
16875,24375,,16875,24375,,16875,24375,,1,149310
17800,28960,16000,17800,28960,16000,17800,28960,16000,1,149329
9633,10933,,15573,16873,,17223,18523,,1,149365
29370,35848,36820,29370,35848,36820,29370,35848,36820,1,149505
31050,41850,39680,31050,41850,39680,31050,41850,39680,1,149514
7694,13097,,12674,18077,,14714,20117,,1,149532
29839,36839,39726,29839,36839,39726,29839,36839,39726,1,149639
8180,15805,,12224,19849,,12760,20385,,1,149727
,,25074,,,25074,,,29276,1,149772
33620,42390,42390,33620,42390,42390,33620,42390,42390,1,149781
8030,20188,,14198,26356,,16010,28168,,1,149842
20544,26544,,20544,26544,,20544,26544,,1,150048
30280,35730,39390,30280,35730,39390,30280,35730,39390,1,150066
